,periods,cumulative_return,annualized_vol,sharpe,max_drawdown,hit_rate,best_month,worst_month,avg_turnover,cagr
monthly_six_vintage,51,2.2017008083814553,0.18041303695630687,1.6195967371588293,-0.13901244602814533,0.5882352941176471,0.1535196255743089,-0.07004382848462017,0.03514132925897632,0.31496173940976613
quarterly_fixed_stride,17,2.1659795699250024,0.25503880287923897,1.2067280608902469,-0.10463491642414391,0.6470588235294118,0.34463139919232716,-0.10463491642414391,0.13394448688566335,0.31149492283736735
