date,action,symbol,vintage_formed,weight
2023-04-30,GATE_BLOCK,ADH,2023-04-30,0.01
2023-04-30,BUY,ADI,2023-04-30,0.01
2023-04-30,BUY,AKT,2023-04-30,0.011666666666666667
2023-04-30,BUY,ARD,2023-04-30,0.01
2023-04-30,BUY,CTM,2023-04-30,0.011666666666666667
2023-04-30,BUY,IMO,2023-04-30,0.01
2023-04-30,BUY,JET,2023-04-30,0.011666666666666667
2023-04-30,BUY,MOX,2023-04-30,0.011666666666666667
2023-04-30,BUY,RDS,2023-04-30,0.01
2023-04-30,BUY,REB,2023-04-30,0.011666666666666667
2023-04-30,BUY,RIS,2023-04-30,0.011666666666666667
2023-04-30,BUY,S2M,2023-04-30,0.011666666666666667
2023-04-30,BUY,SID,2023-04-30,0.011666666666666667
2023-04-30,BUY,SMI,2023-04-30,0.011666666666666667
2023-04-30,BUY,SRM,2023-04-30,0.011666666666666667
2023-05-31,LATE_BUY,ADH,2023-04-30,0.01
2023-05-31,BUY,ADH,2023-05-31,0.01
2023-05-31,BUY,ADI,2023-05-31,0.01
2023-05-31,BUY,AKT,2023-05-31,0.011666666666666667
2023-05-31,BUY,ARD,2023-05-31,0.01
2023-05-31,BUY,CTM,2023-05-31,0.011666666666666667
2023-05-31,BUY,IMO,2023-05-31,0.01
2023-05-31,BUY,JET,2023-05-31,0.011666666666666667
2023-05-31,BUY,MOX,2023-05-31,0.011666666666666667
2023-05-31,BUY,RDS,2023-05-31,0.01
2023-05-31,BUY,REB,2023-05-31,0.011666666666666667
2023-05-31,BUY,RIS,2023-05-31,0.011666666666666667
2023-05-31,BUY,S2M,2023-05-31,0.011666666666666667
2023-05-31,BUY,SID,2023-05-31,0.011666666666666667
2023-05-31,BUY,SMI,2023-05-31,0.011666666666666667
2023-05-31,BUY,SRM,2023-05-31,0.011666666666666667
2023-06-30,BUY,ADH,2023-06-30,0.01
2023-06-30,BUY,ADI,2023-06-30,0.01
2023-06-30,BUY,AKT,2023-06-30,0.011666666666666667
2023-06-30,BUY,ARD,2023-06-30,0.01
2023-06-30,BUY,CTM,2023-06-30,0.011666666666666667
2023-06-30,BUY,IMO,2023-06-30,0.01
2023-06-30,BUY,JET,2023-06-30,0.011666666666666667
2023-06-30,BUY,MOX,2023-06-30,0.011666666666666667
2023-06-30,BUY,RDS,2023-06-30,0.01
2023-06-30,BUY,REB,2023-06-30,0.011666666666666667
2023-06-30,BUY,RIS,2023-06-30,0.011666666666666667
2023-06-30,BUY,S2M,2023-06-30,0.011666666666666667
2023-06-30,BUY,SID,2023-06-30,0.011666666666666667
2023-06-30,BUY,SMI,2023-06-30,0.011666666666666667
2023-06-30,BUY,SRM,2023-06-30,0.011666666666666667
2023-07-31,BUY,ADH,2023-07-31,0.01
2023-07-31,BUY,ADI,2023-07-31,0.01
2023-07-31,BUY,AKT,2023-07-31,0.011666666666666667
2023-07-31,BUY,ARD,2023-07-31,0.01
2023-07-31,BUY,CTM,2023-07-31,0.011666666666666667
2023-07-31,BUY,IMO,2023-07-31,0.01
2023-07-31,BUY,JET,2023-07-31,0.011666666666666667
2023-07-31,BUY,MOX,2023-07-31,0.011666666666666667
2023-07-31,BUY,RDS,2023-07-31,0.01
2023-07-31,BUY,REB,2023-07-31,0.011666666666666667
2023-07-31,BUY,RIS,2023-07-31,0.011666666666666667
2023-07-31,BUY,S2M,2023-07-31,0.011666666666666667
2023-07-31,BUY,SID,2023-07-31,0.011666666666666667
2023-07-31,BUY,SMI,2023-07-31,0.011666666666666667
2023-07-31,BUY,SRM,2023-07-31,0.011666666666666667
2023-08-31,BUY,ADH,2023-08-31,0.01
2023-08-31,BUY,ADI,2023-08-31,0.01
2023-08-31,BUY,AKT,2023-08-31,0.011666666666666667
2023-08-31,BUY,ARD,2023-08-31,0.01
2023-08-31,BUY,CTM,2023-08-31,0.011666666666666667
2023-08-31,BUY,IMO,2023-08-31,0.01
2023-08-31,BUY,JET,2023-08-31,0.011666666666666667
2023-08-31,BUY,MOX,2023-08-31,0.011666666666666667
2023-08-31,BUY,RDS,2023-08-31,0.01
2023-08-31,BUY,REB,2023-08-31,0.011666666666666667
2023-08-31,BUY,RIS,2023-08-31,0.011666666666666667
2023-08-31,BUY,S2M,2023-08-31,0.011666666666666667
2023-08-31,BUY,SID,2023-08-31,0.011666666666666667
2023-08-31,BUY,SMI,2023-08-31,0.011666666666666667
2023-08-31,BUY,SRM,2023-08-31,0.011666666666666667
2023-09-30,BUY,ADH,2023-09-30,0.01
2023-09-30,BUY,ADI,2023-09-30,0.01
2023-09-30,BUY,AKT,2023-09-30,0.011666666666666667
2023-09-30,BUY,ARD,2023-09-30,0.01
2023-09-30,BUY,CTM,2023-09-30,0.011666666666666667
2023-09-30,BUY,IMO,2023-09-30,0.01
2023-09-30,BUY,JET,2023-09-30,0.011666666666666667
2023-09-30,BUY,MOX,2023-09-30,0.011666666666666667
2023-09-30,BUY,RDS,2023-09-30,0.01
2023-09-30,BUY,REB,2023-09-30,0.011666666666666667
2023-09-30,BUY,RIS,2023-09-30,0.011666666666666667
2023-09-30,BUY,S2M,2023-09-30,0.011666666666666667
2023-09-30,BUY,SID,2023-09-30,0.011666666666666667
2023-09-30,BUY,SMI,2023-09-30,0.011666666666666667
2023-09-30,BUY,SRM,2023-09-30,0.011666666666666667
2023-10-31,SELL,ADH,2023-04-30,0.01
2023-10-31,SELL,ADI,2023-04-30,0.01
2023-10-31,SELL,AKT,2023-04-30,0.011666666666666667
2023-10-31,SELL,ARD,2023-04-30,0.01
2023-10-31,SELL,CTM,2023-04-30,0.011666666666666667
2023-10-31,SELL,IMO,2023-04-30,0.01
2023-10-31,SELL,JET,2023-04-30,0.011666666666666667
2023-10-31,SELL,MOX,2023-04-30,0.011666666666666667
2023-10-31,SELL,RDS,2023-04-30,0.01
2023-10-31,SELL,REB,2023-04-30,0.011666666666666667
2023-10-31,SELL,RIS,2023-04-30,0.011666666666666667
2023-10-31,SELL,S2M,2023-04-30,0.011666666666666667
2023-10-31,SELL,SID,2023-04-30,0.011666666666666667
2023-10-31,SELL,SMI,2023-04-30,0.011666666666666667
2023-10-31,SELL,SRM,2023-04-30,0.011666666666666667
2023-10-31,BUY,ADH,2023-10-31,0.01
2023-10-31,BUY,ADI,2023-10-31,0.01
2023-10-31,BUY,AKT,2023-10-31,0.011666666666666667
