sample,signal,definition,horizon,periods,pairs,mean_ic,median_ic,ic_std,hit_rate,hac_t_stat,pvalue,base_signal
orthogonalized,low_leverage__net_bm,-debt/assets; orthogonalized to B/M,12m,38,1673,0.0009596718567057937,0.011277223538371154,0.23205083079882113,0.5526315789473685,0.01840030420287688,0.9853195097656422,low_leverage
orthogonalized,low_leverage__net_bm_size_liq,-debt/assets; orthogonalized to B/M+size+liquidity,1m,36,2254,0.008285644232555268,0.0234713836313519,0.12333507581760507,0.5833333333333334,0.44887015642097644,0.6535253256879994,low_leverage
orthogonalized,low_leverage__net_bm_size_liq,-debt/assets; orthogonalized to B/M+size+liquidity,3m,34,2120,0.04227684943648254,0.03506923125224409,0.09433669221230721,0.7058823529411765,2.598358655940136,0.009367059955483592,low_leverage
orthogonalized,low_leverage__net_bm_size_liq,-debt/assets; orthogonalized to B/M+size+liquidity,6m,31,1919,0.0632154422143165,0.08362922112261087,0.094015240847758,0.8387096774193549,2.4207774253295335,0.015487356673697494,low_leverage
orthogonalized,low_leverage__net_bm_size_liq,-debt/assets; orthogonalized to B/M+size+liquidity,12m,25,1528,0.02218386868782014,-0.0049181011132992045,0.11075560628556158,0.44,0.5397773112087897,0.5893506158721518,low_leverage
orthogonalized,momentum_12_1__net_bm,prior 252 trading-day return skipping 21 days; orthogonalized to B/M,1m,38,1631,-0.006213966413654135,0.0299221369533643,0.2594658273828687,0.5263157894736842,-0.15890333404312504,0.8737450338870052,momentum_12_1
orthogonalized,momentum_12_1__net_bm,prior 252 trading-day return skipping 21 days; orthogonalized to B/M,3m,36,1503,-0.01542152055296181,0.0334646871945259,0.2710420472369202,0.5833333333333334,-0.2474030249126915,0.8045963333989681,momentum_12_1
orthogonalized,momentum_12_1__net_bm,prior 252 trading-day return skipping 21 days; orthogonalized to B/M,6m,33,1311,0.06379477260126198,0.08507206209496594,0.27118281939329375,0.6363636363636364,0.8391665866641519,0.40137583461139537,momentum_12_1
orthogonalized,momentum_12_1__net_bm,prior 252 trading-day return skipping 21 days; orthogonalized to B/M,12m,27,930,0.20411447874298386,0.2158138323770646,0.12825126724128316,0.9259259259259259,7.288630468416503,3.1308289294429414e-13,momentum_12_1
orthogonalized,momentum_12_1__net_bm_size_liq,prior 252 trading-day return skipping 21 days; orthogonalized to B/M+size+liquidity,1m,24,1486,-0.008062501757613362,0.016167925950948143,0.1427252617752106,0.5416666666666666,-0.26210564024500227,0.7932399984703105,momentum_12_1
orthogonalized,momentum_12_1__net_bm_size_liq,prior 252 trading-day return skipping 21 days; orthogonalized to B/M+size+liquidity,3m,22,1358,-0.001680842535410374,-0.010229852778805105,0.19263703134883509,0.45454545454545453,-0.025929248124027863,0.9793137712558357,momentum_12_1
orthogonalized,momentum_12_1__net_bm_size_liq,prior 252 trading-day return skipping 21 days; orthogonalized to B/M+size+liquidity,6m,19,1166,0.04483697445900845,0.08164992067689053,0.22052559755740037,0.5789473684210527,0.49119329687212154,0.6232897394656567,momentum_12_1
orthogonalized,momentum_12_1__net_bm_size_liq,prior 252 trading-day return skipping 21 days; orthogonalized to B/M+size+liquidity,12m,13,785,0.1629841505453993,0.14275641509909093,0.1047727320778617,0.9230769230769231,7.891820749641743,3.1086244689504383e-15,momentum_12_1
orthogonalized,momentum_6_1__net_bm,prior 126 trading-day return skipping 21 days; orthogonalized to B/M,1m,44,1963,0.00872520450743128,0.013649800429545271,0.28674381643240265,0.6136363636363636,0.22274029491883143,0.8237376382664199,momentum_6_1
orthogonalized,momentum_6_1__net_bm,prior 126 trading-day return skipping 21 days; orthogonalized to B/M,3m,42,1833,0.0356402739359176,0.02885212450206983,0.3155957359797361,0.5714285714285714,0.5558072968530885,0.5783425967269085,momentum_6_1
orthogonalized,momentum_6_1__net_bm,prior 126 trading-day return skipping 21 days; orthogonalized to B/M,6m,39,1639,0.04655845710843415,0.09455814704639842,0.28626117864352596,0.6666666666666666,0.6972504971968483,0.48564604186693705,momentum_6_1
orthogonalized,momentum_6_1__net_bm,prior 126 trading-day return skipping 21 days; orthogonalized to B/M,12m,33,1254,0.13092876746380624,0.17018351073563204,0.195146878492469,0.7878787878787878,2.62141018738621,0.008756683169014678,momentum_6_1
orthogonalized,momentum_6_1__net_bm_size_liq,prior 126 trading-day return skipping 21 days; orthogonalized to B/M+size+liquidity,1m,29,1806,0.02463484725978824,0.014595645104991896,0.14243506904828898,0.5862068965517241,0.8764116576746057,0.3808062830888028,momentum_6_1
orthogonalized,momentum_6_1__net_bm_size_liq,prior 126 trading-day return skipping 21 days; orthogonalized to B/M+size+liquidity,3m,27,1676,0.018688184617184696,0.039918176504967866,0.18431530864950715,0.5555555555555556,0.34452905673391754,0.730448447936324,momentum_6_1
orthogonalized,momentum_6_1__net_bm_size_liq,prior 126 trading-day return skipping 21 days; orthogonalized to B/M+size+liquidity,6m,24,1482,0.03735996172204961,0.054613331318778165,0.17857153593963887,0.6666666666666666,0.6475031157184509,0.5173063786654273,momentum_6_1
orthogonalized,momentum_6_1__net_bm_size_liq,prior 126 trading-day return skipping 21 days; orthogonalized to B/M+size+liquidity,12m,18,1097,0.13367829851527227,0.15741985847749995,0.15590160773028253,0.8333333333333334,2.667511005445002,0.007641538640148271,momentum_6_1
orthogonalized,short_reversal__net_bm,-prior 21 trading-day return; orthogonalized to B/M,1m,49,2275,-0.0014271980198622665,0.005975674246430459,0.21512140918921677,0.5102040816326531,-0.045603935108728545,0.9636259326742012,short_reversal
orthogonalized,short_reversal__net_bm,-prior 21 trading-day return; orthogonalized to B/M,3m,47,2142,-0.006272355739798184,-0.05815312682641731,0.2149055651102601,0.46808510638297873,-0.16829886999225147,0.8663481627994123,short_reversal
orthogonalized,short_reversal__net_bm,-prior 21 trading-day return; orthogonalized to B/M,6m,44,1946,0.0009210273241542676,-0.09137263556622448,0.32882158086079594,0.4318181818181818,0.015990742405077352,0.9872417772426276,short_reversal
orthogonalized,short_reversal__net_bm,-prior 21 trading-day return; orthogonalized to B/M,12m,38,1562,-0.04522232476715721,-0.08722559559024584,0.212606077628382,0.2631578947368421,-1.263437793781468,0.20643188902300125,short_reversal
orthogonalized,short_reversal__net_bm_size_liq,-prior 21 trading-day return; orthogonalized to B/M+size+liquidity,1m,35,2125,0.0022058717642795644,-0.0064817215452424165,0.16977761174472034,0.4857142857142857,0.07524353098762263,0.9400209497785481,short_reversal
orthogonalized,short_reversal__net_bm_size_liq,-prior 21 trading-day return; orthogonalized to B/M+size+liquidity,3m,33,1992,-0.03591994801359214,-0.057860900058445366,0.14791257802277824,0.36363636363636365,-1.3991383375106745,0.1617715032134912,short_reversal
orthogonalized,short_reversal__net_bm_size_liq,-prior 21 trading-day return; orthogonalized to B/M+size+liquidity,6m,30,1796,-0.043968766118636364,-0.049474139001462206,0.1678883280644344,0.36666666666666664,-1.1276602646689924,0.25946342489315555,short_reversal
orthogonalized,short_reversal__net_bm_size_liq,-prior 21 trading-day return; orthogonalized to B/M+size+liquidity,12m,24,1412,-0.07123065639724208,-0.06666943064576693,0.10969236641449205,0.20833333333333334,-8.249308264690015,0.0,short_reversal
orthogonalized,beta_high__net_bm,market beta over 252 days; orthogonalized to B/M,1m,45,2027,0.030289342639637402,0.055011520737327194,0.28963001958276496,0.5777777777777777,0.6410391001526349,0.5214972795876778,beta_high
orthogonalized,beta_high__net_bm,market beta over 252 days; orthogonalized to B/M,3m,43,1897,0.061259548767198586,0.10191052227342551,0.3008995550786135,0.7209302325581395,0.901725512994419,0.3672026966838886,beta_high
orthogonalized,beta_high__net_bm,market beta over 252 days; orthogonalized to B/M,6m,40,1702,0.0868504061323127,0.09889470629928011,0.25626270256686395,0.675,1.179324986118288,0.23826879257135714,beta_high
orthogonalized,beta_high__net_bm,market beta over 252 days; orthogonalized to B/M,12m,34,1316,0.10350664965412465,0.07878787878787878,0.2173380582552848,0.6764705882352942,1.2279079403011253,0.21948152844433233,beta_high
orthogonalized,beta_high__net_bm_size_liq,market beta over 252 days; orthogonalized to B/M+size+liquidity,1m,30,1869,0.02884861762511358,0.0965286092607437,0.23961404918494067,0.6666666666666666,0.5984016582986788,0.5495719595395798,beta_high
orthogonalized,beta_high__net_bm_size_liq,market beta over 252 days; orthogonalized to B/M+size+liquidity,3m,28,1739,0.061495232605810704,0.09503349197955227,0.2546191673646579,0.75,0.7727895813806194,0.4396469203274429,beta_high
orthogonalized,beta_high__net_bm_size_liq,market beta over 252 days; orthogonalized to B/M+size+liquidity,6m,25,1544,0.13370101287450778,0.17933008240244672,0.2436484528068718,0.76,1.4104094614772182,0.15841881324507145,beta_high
orthogonalized,beta_high__net_bm_size_liq,market beta over 252 days; orthogonalized to B/M+size+liquidity,12m,19,1158,0.2604404889019757,0.29309259399158927,0.13659985440602138,1.0,7.3602891424892825,1.8340884366807586e-13,beta_high
orthogonalized,beta_low__net_bm,-market beta over 252 days; orthogonalized to B/M,1m,45,2027,-0.030289342639637402,-0.055011520737327194,0.28963001958276496,0.4222222222222222,-0.6410391001526349,0.5214972795876778,beta_low
orthogonalized,beta_low__net_bm,-market beta over 252 days; orthogonalized to B/M,3m,43,1897,-0.061259548767198586,-0.10191052227342551,0.3008995550786135,0.27906976744186046,-0.901725512994419,0.3672026966838886,beta_low
orthogonalized,beta_low__net_bm,-market beta over 252 days; orthogonalized to B/M,6m,40,1702,-0.0868504061323127,-0.09889470629928011,0.25626270256686395,0.3,-1.179324986118288,0.23826879257135714,beta_low
orthogonalized,beta_low__net_bm,-market beta over 252 days; orthogonalized to B/M,12m,34,1316,-0.10350664965412465,-0.07878787878787878,0.2173380582552848,0.3235294117647059,-1.2279079403011253,0.21948152844433233,beta_low
orthogonalized,beta_low__net_bm_size_liq,-market beta over 252 days; orthogonalized to B/M+size+liquidity,1m,30,1869,-0.02884861762511358,-0.0965286092607437,0.23961404918494067,0.3333333333333333,-0.5984016582986788,0.5495719595395798,beta_low
orthogonalized,beta_low__net_bm_size_liq,-market beta over 252 days; orthogonalized to B/M+size+liquidity,3m,28,1739,-0.061495232605810704,-0.09503349197955227,0.2546191673646579,0.25,-0.7727895813806194,0.4396469203274429,beta_low
orthogonalized,beta_low__net_bm_size_liq,-market beta over 252 days; orthogonalized to B/M+size+liquidity,6m,25,1544,-0.13370101287450778,-0.17933008240244672,0.2436484528068718,0.24,-1.4104094614772182,0.15841881324507145,beta_low
orthogonalized,beta_low__net_bm_size_liq,-market beta over 252 days; orthogonalized to B/M+size+liquidity,12m,19,1158,-0.2604404889019757,-0.29309259399158927,0.13659985440602138,0.0,-7.3602891424892825,1.8340884366807586e-13,beta_low
orthogonalized,low_total_volatility__net_bm,-annualized realized volatility; orthogonalized to B/M,1m,45,2027,-0.013268362930485406,-0.013573065397496914,0.20004342037100556,0.4444444444444444,-0.4437767644552648,0.6572039890621948,low_total_volatility
orthogonalized,low_total_volatility__net_bm,-annualized realized volatility; orthogonalized to B/M,3m,43,1897,-0.03569083873082022,-0.050979666323117886,0.1840091711547585,0.3953488372093023,-1.081153509225169,0.2796288343886708,low_total_volatility
orthogonalized,low_total_volatility__net_bm,-annualized realized volatility; orthogonalized to B/M,6m,40,1702,-0.09915864286590788,-0.09831089730580536,0.15534759299400755,0.225,-3.03373807992314,0.002415440376671407,low_total_volatility
orthogonalized,low_total_volatility__net_bm,-annualized realized volatility; orthogonalized to B/M,12m,34,1316,-0.14538924000793801,-0.18595420091982756,0.12404692630354118,0.11764705882352941,-3.8938304514108895,9.867362912419075e-05,low_total_volatility
orthogonalized,low_total_volatility__net_bm_size_liq,-annualized realized volatility; orthogonalized to B/M+size+liquidity,1m,30,1869,-0.026048522820708866,-0.02958788552764416,0.1413130889794204,0.4,-1.0960589394693085,0.2730529820884322,low_total_volatility
orthogonalized,low_total_volatility__net_bm_size_liq,-annualized realized volatility; orthogonalized to B/M+size+liquidity,3m,28,1739,-0.037673646570907444,-0.03808721453700916,0.15472063588393528,0.39285714285714285,-0.9715771534011839,0.3312609530006021,low_total_volatility
orthogonalized,low_total_volatility__net_bm_size_liq,-annualized realized volatility; orthogonalized to B/M+size+liquidity,6m,25,1544,-0.10329954951057306,-0.13786356425171867,0.15561757706688617,0.28,-1.8161729712295942,0.06934384285494177,low_total_volatility
orthogonalized,low_total_volatility__net_bm_size_liq,-annualized realized volatility; orthogonalized to B/M+size+liquidity,12m,19,1158,-0.1832700534495752,-0.1903502807786256,0.08132073335278778,0.0,-8.627661198970255,0.0,low_total_volatility
orthogonalized,low_idio_volatility__net_bm,-market-model residual volatility; orthogonalized to B/M,1m,45,2027,-0.01865343293037982,-0.036800699300699305,0.19128793131775138,0.4666666666666667,-0.6737959715549521,0.5004410363448599,low_idio_volatility
orthogonalized,low_idio_volatility__net_bm,-market-model residual volatility; orthogonalized to B/M,3m,43,1897,-0.028829068216139314,-0.04326923076923077,0.18950241377361016,0.3953488372093023,-0.9506119222111564,0.3418014142351533,low_idio_volatility
orthogonalized,low_idio_volatility__net_bm,-market-model residual volatility; orthogonalized to B/M,6m,40,1702,-0.10031300839509916,-0.06640799246391788,0.1484195292787427,0.25,-4.014787714486359,5.949932305648886e-05,low_idio_volatility
orthogonalized,low_idio_volatility__net_bm,-market-model residual volatility; orthogonalized to B/M,12m,34,1316,-0.1488726607290631,-0.1707119954004402,0.11536211354904012,0.17647058823529413,-5.63725763130743,1.7277952846228573e-08,low_idio_volatility
orthogonalized,low_idio_volatility__net_bm_size_liq,-market-model residual volatility; orthogonalized to B/M+size+liquidity,1m,30,1869,-0.023983730951782398,-0.030218700194359203,0.12635998111361604,0.36666666666666664,-1.1536280318676768,0.2486527007789725,low_idio_volatility
orthogonalized,low_idio_volatility__net_bm_size_liq,-market-model residual volatility; orthogonalized to B/M+size+liquidity,3m,28,1739,-0.037710722064649635,-0.03639552264058464,0.14042981693675782,0.32142857142857145,-1.2294493430005757,0.21890337967599294,low_idio_volatility
orthogonalized,low_idio_volatility__net_bm_size_liq,-market-model residual volatility; orthogonalized to B/M+size+liquidity,6m,25,1544,-0.09623409385644219,-0.09969529853189292,0.13536205484516817,0.28,-1.9988299569410863,0.045626755321431345,low_idio_volatility
orthogonalized,low_idio_volatility__net_bm_size_liq,-market-model residual volatility; orthogonalized to B/M+size+liquidity,12m,19,1158,-0.16145398311897952,-0.1501850872554204,0.07771905611433132,0.0,-8.745710452186074,0.0,low_idio_volatility
