sample,signal,definition,horizon,cost_bps,periods,top_bottom_spread,gross_top_bottom_spread,net_sharpe,max_drawdown,turnover,factor_portfolio
factor_mimic,small_size,SMB_small_minus_big,6m,33.0,56,0.1557151738000089,0.15606606665715178,1.079390045759926,-0.6192344117223444,0.05316558441558442,SMB_small_minus_big
factor_mimic,book_to_market,HML_high_minus_low_bm,6m,33.0,44,0.17544503860018626,0.17580918456291916,1.7149078444145232,-0.09769725740145296,0.055173630717108985,HML_high_minus_low_bm
factor_mimic,operating_profitability_approx,RMW_robust_minus_weak_op_prof,6m,33.0,44,-0.10828203019717014,-0.10766529892843892,-1.2579018644187359,-0.9955568556826682,0.09344413162594982,RMW_robust_minus_weak_op_prof
factor_mimic,conservative_investment,CMA_conservative_minus_aggressive,6m,33.0,44,0.07562703662805609,0.07660278255174309,0.9779230393957542,-0.352569023057531,0.14784029146772995,CMA_conservative_minus_aggressive
factor_mimic,momentum_12_1,MOM_winner_minus_loser_12_1,6m,33.0,57,0.1436050802523182,0.14602783991066134,0.5966821980203585,-0.9151917455580408,0.367084796718664,MOM_winner_minus_loser_12_1
