symbol,as_of_date,fair_value,close,valuation_gap,usable_model_count,confidence_score,warnings
BCP,2021-12-31,,280.95,,0,,no_usable_valuation_models
CDM,2021-12-31,,600.0,,0,,no_usable_valuation_models
CSR,2021-12-31,,261.0,,0,,no_usable_valuation_models
IAM,2021-12-31,,139.062,,0,,no_usable_valuation_models
JET,2021-12-31,,230.0,,0,,no_usable_valuation_models
LHM,2021-12-31,,2200.0,,0,,no_usable_valuation_models
MSA,2021-12-31,,279.9,,0,,no_usable_valuation_models
SNA,2021-12-31,,16.44,,0,,no_usable_valuation_models
ADH,2022-03-31,,7.25,,1,0.63,headline_review_shared_input_bias;headline_review_required_extreme_upside;headline_review_weak_model_coverage
ADI,2022-03-31,,63.99,,2,0.395,ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement
ATW,2022-03-31,287.6943495515178,460.0,-0.37457750097496134,3,0.7673213865918556,ic_weight_fallback_for_uncovered_models
BCP,2022-03-31,218.88042804211813,267.0,-0.18022311594712315,3,0.776237399912885,ic_weight_fallback_for_uncovered_models
CDM,2022-03-31,797.4898853172996,623.2,0.27966926398796454,3,0.6966316718632029,ic_weight_fallback_for_uncovered_models
CSR,2022-03-31,256.0284278266714,243.0,0.05361492932786582,5,0.9017016719497668,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
IAM,2022-03-31,58.34730333602589,129.35,-0.5489191856511335,6,0.6125,ic_weight_fallback_for_uncovered_models
JET,2022-03-31,352.41515536375766,200.0,0.7620757768187882,2,0.395,ic_weight_fallback_for_uncovered_models
LHM,2022-03-31,1703.3878671256143,1905.0,-0.10583314061647542,6,0.8552766761322108,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
MSA,2022-03-31,137.62888455114415,265.0,-0.48064571867492767,3,0.741187522566175,ic_weight_fallback_for_uncovered_models
SNA,2022-03-31,,14.97,,3,0.6889680854161402,residual_income_severe_book_value_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage
ADH,2022-06-30,,7.7,,1,0.63,headline_review_shared_input_bias;headline_review_required_extreme_upside;headline_review_weak_model_coverage
ADI,2022-06-30,,59.0,,2,0.395,ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement
ATW,2022-06-30,287.6943495515178,428.5,-0.3286012845938908,3,0.7673213865918556,ic_weight_fallback_for_uncovered_models
BCP,2022-06-30,218.88042804211813,254.9,-0.14130863851660214,3,0.776237399912885,ic_weight_fallback_for_uncovered_models
CDM,2022-06-30,797.4898853172996,699.0,0.1409011234868378,3,0.6966316718632029,ic_weight_fallback_for_uncovered_models
CSR,2022-06-30,256.0284278266714,220.0,0.16376558103032468,5,0.9017016719497668,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
IAM,2022-06-30,58.34730333602589,119.525,-0.5118401728841173,6,0.6125,ic_weight_fallback_for_uncovered_models
JET,2022-06-30,352.41515536375766,195.0,0.807257206993629,2,0.4175,ic_weight_fallback_for_uncovered_models
LHM,2022-06-30,1717.7338218609416,1700.0,0.01043165991820083,6,0.8549821133915848,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
MSA,2022-06-30,137.62888455114415,261.9,-0.47449834077455455,3,0.8144274286708311,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
SNA,2022-06-30,,13.0,,3,0.6889680854161402,residual_income_severe_book_value_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage
ADH,2022-09-30,,7.45,,1,0.63,headline_review_shared_input_bias;headline_review_required_extreme_upside;headline_review_weak_model_coverage
ADI,2022-09-30,,63.99,,2,0.395,ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement
ATW,2022-09-30,252.7475395726406,425.0,-0.4052999068879045,3,0.8083616999904515,ic_weight_fallback_for_uncovered_models
BCP,2022-09-30,203.29327826706984,243.0,-0.16340214704909528,3,0.8223735864391716,ic_weight_fallback_for_uncovered_models
CDM,2022-09-30,797.4898853172996,644.7,0.23699377278935874,3,0.6966316718632029,ic_weight_fallback_for_uncovered_models
CSR,2022-09-30,256.0284278266714,209.0,0.22501640108455234,5,0.9017016719497668,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
IAM,2022-09-30,58.34730333602589,114.287,-0.4894668393078313,6,0.6125,ic_weight_fallback_for_uncovered_models
JET,2022-09-30,352.41515536375766,199.9,0.7629572554465116,2,0.4175,ic_weight_fallback_for_uncovered_models
LHM,2022-09-30,1717.7338218609416,1605.0,0.07023914134638098,6,0.8549821133915848,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
MSA,2022-09-30,98.71169345662207,240.0,-0.5887012772640747,3,0.7973913240787629,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
SNA,2022-09-30,,12.05,,3,0.6889680854161402,residual_income_severe_book_value_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage
ADH,2022-12-31,,6.28,,1,0.63,headline_review_shared_input_bias;headline_review_required_extreme_upside;headline_review_weak_model_coverage
ADI,2022-12-31,,52.0,,2,0.37249999999999994,ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement
AKT,2022-12-31,,276.0,,0,,no_usable_valuation_models
ATW,2022-12-31,252.7475395726406,392.0,-0.3552358684371414,3,0.8083616999904515,ic_weight_fallback_for_uncovered_models
BCP,2022-12-31,203.29327826706984,231.0,-0.11994251832437297,3,0.8223735864391716,ic_weight_fallback_for_uncovered_models
CDM,2022-12-31,797.4898853172996,600.0,0.32914980886216605,3,0.6966316718632029,ic_weight_fallback_for_uncovered_models
CSR,2022-12-31,250.87891132850905,190.0,0.32041532278162665,5,0.9017016719497668,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
IAM,2022-12-31,58.34730333602589,97.75,-0.4030966410636738,6,0.6125,ic_weight_fallback_for_uncovered_models
JET,2022-12-31,352.41515536375766,206.0,0.7107531813774643,2,0.4175,ic_weight_fallback_for_uncovered_models
LHM,2022-12-31,1717.7338218609416,1350.0,0.2723954236006976,6,0.8549821133915848,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
MSA,2022-12-31,87.6200768308374,216.0,-0.5943514961535306,3,0.7973913240787629,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
SNA,2022-12-31,,15.71,,3,0.6889680854161402,residual_income_severe_book_value_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage
ADH,2023-03-31,7.220620645690997,5.8,0.2449345940846548,2,0.35,ic_weight_fallback_for_uncovered_models
ADI,2023-03-31,,62.12,,3,0.46499999999999997,ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement
AKT,2023-03-31,164.58841031229178,287.0,-0.4265212184240704,3,0.7638551746589648,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_terminal_value_dominates_dcf;residual_income_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
ATW,2023-03-31,316.23450242643275,396.15,-0.20173039902452916,3,0.7962557673391738,ic_weight_fallback_for_uncovered_models
BCP,2023-03-31,237.31962796934468,227.0,0.04546091616451409,3,0.8065681185319339,ic_weight_fallback_for_uncovered_models
CDM,2023-03-31,858.6183912207239,635.0,0.3521549468042895,3,0.6847801997460707,ic_weight_fallback_for_uncovered_models
CSR,2023-03-31,144.87335434704988,172.0,-0.15771305612180297,4,0.8772239788070193,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
IAM,2023-03-31,88.5865740108299,84.525,0.04805174813167579,6,0.8107453660153214,ic_weight_fallback_for_uncovered_models
JET,2023-03-31,414.5804236747257,204.0,1.0322569787976748,2,0.4175,ic_weight_fallback_for_uncovered_models
LHM,2023-03-31,1018.8667181702197,1382.0,-0.2627592487914474,6,0.8489389844454562,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
MSA,2023-03-31,112.27974128266632,214.0,-0.47532831176324153,5,0.9581210383182914,fcff_dcf_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
SNA,2023-03-31,,11.37,,3,0.583787996577909,residual_income_severe_book_value_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement
ADH,2023-06-30,10.43494519810269,9.8,0.0647903263370091,2,0.37249999999999994,ic_weight_fallback_for_uncovered_models
ADI,2023-06-30,,81.2,,4,0.5933722481833603,ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_method_class_agreement;headline_review_lone_thin_comp
AFI,2023-06-30,244.07057466063645,355.5,-0.3134442344285895,6,0.9266819530007808,ic_weight_fallback_for_uncovered_models
AFM,2023-06-30,493.36549843048726,1200.0,-0.5888620846412607,3,0.7966779464252256,ic_weight_fallback_for_uncovered_models
AGM,2023-06-30,2864.8200539716954,6000.0,-0.5225299910047174,4,0.9045905704657624,ic_weight_fallback_for_uncovered_models
AKT,2023-06-30,111.3484609509199,347.5,-0.6795727742419571,3,0.48,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
ALM,2023-06-30,1063.9975452344931,1345.0,-0.2089237581899679,3,0.46499999999999997,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
ARD,2023-06-30,147.75843079733363,446.0,-0.6687030699611354,3,0.7970756757795803,fcfe_dcf_terminal_value_dominates_dcf;ic_weight_fallback_for_uncovered_models
ATH,2023-06-30,30.835742570473393,75.4,-0.5910378969433238,4,0.5761898227115629,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_terminal_value_dominates_dcf;ic_weight_fallback_for_uncovered_models
ATL,2023-06-30,,123.0,,0,,no_usable_valuation_models
ATW,2023-06-30,238.82705290833732,444.0,-0.46210123218842947,3,0.8119643995293597,ic_weight_fallback_for_uncovered_models
BAL,2023-06-30,55.40959791628356,155.0,-0.6425187231207512,3,0.51,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
BCI,2023-06-30,424.89246055785134,458.0,-0.0722872040221586,3,0.6980067260666583,ic_weight_fallback_for_uncovered_models
BCP,2023-06-30,147.52299629119815,264.0,-0.4412007716242494,3,0.6661942419287572,ic_weight_fallback_for_uncovered_models
BOA,2023-06-30,219.60781764032578,177.0,0.24072213356116268,3,0.7685718085535722,ic_weight_fallback_for_uncovered_models
CDM,2023-06-30,576.0814834980902,747.0,-0.22880658166252987,3,0.7269763780315495,ic_weight_fallback_for_uncovered_models
CIH,2023-06-30,216.40226444492703,368.3,-0.4124293661555063,3,0.791807894302287,ic_weight_fallback_for_uncovered_models
CMT,2023-06-30,,1800.0,,4,0.8014701560331194,fcff_dcf_severe_terminal_value_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias;headline_review_confident_downside_low_information
COL,2023-06-30,25.571541602723258,43.45,-0.4114719999373244,4,0.7417783691514157,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
CRS,2023-06-30,73.42061784374181,24.0,2.0591924101559087,1,0.675,headline_review_shared_input_bias
CSR,2023-06-30,72.60171231910705,195.0,-0.6276835265686818,3,0.783275535383567,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
CTM,2023-06-30,452.816417333573,624.0,-0.2743326645295304,3,0.571124414861164,ic_weight_fallback_for_uncovered_models
DHO,2023-06-30,31.15870788518499,31.0,0.005119609199515818,4,0.8862057202427533,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
DWY,2023-06-30,1093.2611885951217,710.0,0.5398044909790447,3,0.8095100802500464,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
DYT,2023-06-30,,206.0,,4,0.6342993389879392,ic_weight_fallback_for_uncovered_models;headline_review_lone_thin_comp
EQD,2023-06-30,,980.0,,0,,no_usable_valuation_models
FBR,2023-06-30,167.40069444444447,106.9,0.5659559817066835,2,0.6032402528010035,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
GAZ,2023-06-30,1246.5020186895226,4180.0,-0.7017937754331285,6,0.7981332674444351,ic_weight_fallback_for_uncovered_models
HPS,2023-06-30,285.24092283233733,5853.0,-0.9512658597586986,5,0.7519659135405372,fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
IAM,2023-06-30,66.47567687757618,95.5,-0.3039196138473699,6,0.7528411750977153,ic_weight_fallback_for_uncovered_models
IBC,2023-06-30,,25.0,,0,,no_usable_valuation_models
IMO,2023-06-30,21.173409444533313,97.0,-0.7817174284068731,5,0.7216377962561771,ic_weight_fallback_for_uncovered_models
INV,2023-06-30,124.73037913297503,95.0,0.31295135929447393,3,0.48,ic_weight_fallback_for_uncovered_models
JET,2023-06-30,294.126539673772,215.0,0.36803041708731166,3,0.495,ic_weight_fallback_for_uncovered_models
LBV,2023-06-30,1370.5561572052402,4600.0,-0.7020530093032087,3,0.5893432040638136,fcfe_dcf_terminal_value_dominates_dcf;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
LES,2023-06-30,181.90030229236822,251.5,-0.2767383606665279,5,0.9481286678728458,fcff_dcf_terminal_value_dominates_dcf;ic_weight_fallback_for_uncovered_models
LHM,2023-06-30,,1780.0,,6,0.7479158221564228,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias;headline_review_confident_downside_low_information
M2M,2023-06-30,,725.0,,1,0.675,headline_review_shared_input_bias;headline_review_confident_downside_low_information
MAB,2023-06-30,,940.0,,0,,no_usable_valuation_models
MDP,2023-06-30,11.669924448589743,24.97,-0.5326421926876355,2,0.5123891585754891,ic_weight_fallback_for_uncovered_models
MIC,2023-06-30,410.97900101810114,528.0,-0.22163067988996,4,0.889578643111324,fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
MLE,2023-06-30,,356.0,,0,,no_usable_valuation_models
MNG,2023-06-30,1186.0626119780777,1960.0,-0.39486601429689916,4,0.799914025759974,fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
MOX,2023-06-30,404.4442615854271,216.9,0.8646577297622273,3,0.8232433435036133,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_terminal_value_dominates_dcf;ddm_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
MSA,2023-06-30,74.17362098356051,252.0,-0.7056602341922202,6,0.8422625991075178,ic_weight_fallback_for_uncovered_models
MUT,2023-06-30,214.38496434375003,232.0,-0.0759268778286637,3,0.823762830656871,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
NKL,2023-06-30,,31.8,,0,,no_usable_valuation_models
OUL,2023-06-30,515.0946510803271,1590.0,-0.6760410999494798,3,0.48,fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
RDS,2023-06-30,,17.3,,1,0.675,headline_review_shared_input_bias;headline_review_required_extreme_upside;headline_review_weak_model_coverage
REB,2023-06-30,,93.5,,2,0.5025104744241112,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias;headline_review_confident_downside_low_information
RIS,2023-06-30,63.75982204180071,166.85,-0.6178614201869901,6,0.62,ic_weight_fallback_for_uncovered_models
S2M,2023-06-30,414.24020295212097,167.0,1.4804802571983293,4,0.7778568256541589,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
SAH,2023-06-30,,1000.0,,0,,no_usable_valuation_models
SBM,2023-06-30,1114.460050003724,2550.0,-0.5629568431357945,6,0.8190080428917265,ic_weight_fallback_for_uncovered_models
SID,2023-06-30,533.1152316974359,580.0,-0.08083580741821395,4,0.7201947635441769,fcff_dcf_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
SLF,2023-06-30,,550.0,,0,,no_usable_valuation_models
SMI,2023-06-30,747.9002516785475,1218.0,-0.3859603845003715,3,0.5186462222423766,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
SNA,2023-06-30,,11.5,,3,0.5989980083191271,residual_income_severe_book_value_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement;headline_review_lone_thin_comp
SNP,2023-06-30,,515.0,,0,,no_usable_valuation_models
SRM,2023-06-30,,155.0,,3,0.43499999999999994,ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement
STR,2023-06-30,38.5268112,34.99,0.10108062875107149,1,0.585,headline_review_shared_input_bias
TGC,2023-06-30,89.28530552750586,146.5,-0.3905439895733389,3,0.813528908142829,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_terminal_value_dominates_dcf;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
TMA,2023-06-30,1344.1240380542815,1300.0,0.03394156773406265,4,0.6122436112417109,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
TQM,2023-06-30,,1016.0,,0,,no_usable_valuation_models
WAA,2023-06-30,,4100.0,,0,,no_usable_valuation_models
ZDJ,2023-06-30,,88.0,,2,0.5879407129536096,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_lone_thin_comp
ADH,2023-09-30,12.315669968340272,16.33,-0.24582547652539666,2,0.37249999999999994,ic_weight_fallback_for_uncovered_models
ADI,2023-09-30,,114.9,,3,0.48,ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_weak_method_class_agreement;headline_review_lone_thin_comp
AFI,2023-09-30,244.07057466063645,324.9,-0.24878247257421826,6,0.9266819530007808,ic_weight_fallback_for_uncovered_models
AFM,2023-09-30,419.9261144705003,1247.0,-0.6632509106090615,3,0.84167821939923,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
AGM,2023-09-30,2507.927973924194,6600.0,-0.6200109130417888,3,0.8580629228470129,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
AKT,2023-09-30,93.85551166749819,479.0,-0.8040594745981249,4,0.781078063724906,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_terminal_value_dominates_dcf;ic_weight_fallback_for_uncovered_models
ALM,2023-09-30,1165.864,1261.0,-0.07544488501189528,3,0.46499999999999997,fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
ARD,2023-09-30,144.92666559445826,445.0,-0.6743220997877343,3,0.8171968866773289,residual_income_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
ATH,2023-09-30,30.42267579714021,68.97,-0.5588998724497577,4,0.6416129525234981,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_terminal_value_dominates_dcf;ic_weight_fallback_for_uncovered_models
ATL,2023-09-30,,123.7,,0,,no_usable_valuation_models
ATW,2023-09-30,238.82705290833732,456.0,-0.4762564629203129,3,0.8119643995293597,ic_weight_fallback_for_uncovered_models
BAL,2023-09-30,63.62829687047559,161.15,-0.6051610495161304,3,0.5415472742722767,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
BCI,2023-09-30,424.89246055785134,559.0,-0.2399061528482087,3,0.6980067260666583,ic_weight_fallback_for_uncovered_models
BCP,2023-09-30,147.52299629119815,254.95,-0.4213649880713938,3,0.6661942419287572,ic_weight_fallback_for_uncovered_models
BOA,2023-09-30,219.60781764032578,183.5,0.19677284817616236,3,0.7685718085535722,ic_weight_fallback_for_uncovered_models
CDM,2023-09-30,576.0814834980902,700.0,-0.17702645214558543,3,0.7269763780315495,ic_weight_fallback_for_uncovered_models
CIH,2023-09-30,216.40226444492703,386.0,-0.4393723719043341,3,0.791807894302287,ic_weight_fallback_for_uncovered_models
CMT,2023-09-30,,1850.0,,4,0.7899634530125674,fcff_dcf_severe_terminal_value_warning;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias;headline_review_confident_downside_low_information
COL,2023-09-30,22.639060730246694,45.0,-0.4969097615500735,4,0.6241444690093887,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
CRS,2023-09-30,60.2390068223981,23.04,1.6145402266665845,1,0.675,headline_review_shared_input_bias
CSR,2023-09-30,71.4222444111753,195.0,-0.6337320799426908,4,0.8551405114101529,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
CTM,2023-09-30,452.816417333573,583.0,-0.22329945568855403,3,0.571124414861164,ic_weight_fallback_for_uncovered_models
DHO,2023-09-30,24.199593431488026,34.51,-0.2987657655320769,3,0.6557103476641827,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
DWY,2023-09-30,906.1642857142857,699.0,0.2963723686899653,4,0.7587185313309328,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
DYT,2023-09-30,,183.95,,4,0.6342993389879392,ic_weight_fallback_for_uncovered_models;headline_review_lone_thin_comp
EQD,2023-09-30,,1100.0,,0,,no_usable_valuation_models
FBR,2023-09-30,171.83286808888892,97.43,0.7636546042172729,2,0.5327357971510569,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
GAZ,2023-09-30,1328.3675478970713,4200.0,-0.6837220124054593,6,0.8019122665153272,ic_weight_fallback_for_uncovered_models
HPS,2023-09-30,285.24092283233733,6306.0,-0.9547667423355,5,0.7519659135405372,fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
IAM,2023-09-30,66.47567687757618,101.188,-0.3430478230859768,6,0.7528411750977153,ic_weight_fallback_for_uncovered_models
IBC,2023-09-30,,23.55,,0,,no_usable_valuation_models
IMO,2023-09-30,14.844854592373643,96.8,-0.8466440641283715,5,0.8154932075833891,ic_weight_fallback_for_uncovered_models
INV,2023-09-30,80.23155321751766,90.5,-0.11346350035892094,3,0.46499999999999997,fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
JET,2023-09-30,377.7125536242977,228.0,0.6566340071241128,3,0.495,ic_weight_fallback_for_uncovered_models
LBV,2023-09-30,1370.5561572052402,4600.0,-0.7020530093032087,3,0.7859307615546649,fcfe_dcf_terminal_value_dominates_dcf;justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
LES,2023-09-30,181.90030229236822,275.0,-0.3385443553004792,5,0.9481286678728458,fcff_dcf_terminal_value_dominates_dcf;ic_weight_fallback_for_uncovered_models
LHM,2023-09-30,,1700.0,,6,0.8236071752907386,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias;headline_review_confident_downside_low_information
M2M,2023-09-30,,730.0,,1,0.675,headline_review_shared_input_bias;headline_review_confident_downside_low_information
MAB,2023-09-30,,925.8,,0,,no_usable_valuation_models
MDP,2023-09-30,11.669924448589743,23.0,-0.4926119804960981,2,0.5123891585754891,ic_weight_fallback_for_uncovered_models
MIC,2023-09-30,347.3687725651981,530.5,-0.3452049527517471,5,0.8714124788730722,fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models
MLE,2023-09-30,,379.0,,0,,no_usable_valuation_models
MNG,2023-09-30,1119.9766905284957,1651.0,-0.32163737702695594,3,0.6026351950280047,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
MOX,2023-09-30,404.4442615854271,220.0,0.8383830072064868,3,0.8232433435036133,fcff_dcf_terminal_value_dominates_dcf;fcfe_dcf_terminal_value_dominates_dcf;ddm_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
MSA,2023-09-30,48.42933458304472,269.0,-0.8199652989477891,5,0.8788656419717278,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
MUT,2023-09-30,208.79326672867063,241.5,-0.13543160774877583,3,0.8006072486111477,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;residual_income_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
NKL,2023-09-30,,31.76,,0,,no_usable_valuation_models
OUL,2023-09-30,596.4566587609684,1352.0,-0.5588338322773903,3,0.48,ic_weight_fallback_for_uncovered_models
RDS,2023-09-30,,21.8,,1,0.675,headline_review_shared_input_bias;headline_review_required_extreme_upside;headline_review_weak_model_coverage
REB,2023-09-30,,81.8,,2,0.5025104744241112,fcff_dcf_severe_fcf_quality_warning;fcfe_dcf_severe_fcf_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias;headline_review_confident_downside_low_information
RIS,2023-09-30,94.40312710390951,210.0,-0.5504612995051927,5,0.6392367596308668,ic_weight_fallback_for_uncovered_models
S2M,2023-09-30,414.24020295212097,175.5,1.3603430367642222,4,0.7778568256541589,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
SAH,2023-09-30,,1150.0,,0,,no_usable_valuation_models
SBM,2023-09-30,673.5093839026044,2700.0,-0.7505520800360724,4,0.53125,justified_multiples_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models
SID,2023-09-30,562.5952187153846,550.0,0.022900397664335603,4,0.8811250499003056,fcff_dcf_excluded_cross_model_outlier;ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
SLF,2023-09-30,,592.6,,0,,no_usable_valuation_models
SMI,2023-09-30,747.9002516785475,1315.0,-0.4312545614611806,3,0.5186462222423766,ic_weight_fallback_for_uncovered_models;headline_review_shared_input_bias
SNA,2023-09-30,,12.12,,3,0.5713230515011016,residual_income_severe_book_value_quality_warning;ic_weight_fallback_for_uncovered_models;headline_review_required_extreme_upside;headline_review_weak_model_coverage;headline_review_lone_thin_comp
SNP,2023-09-30,,471.0,,0,,no_usable_valuation_models
