sample,signal,definition,horizon,periods,pairs,mean_ic,median_ic,ic_std,hit_rate,hac_t_stat,pvalue,fdr_qvalue,fdr_reject_10pct
native,sales_price,Revenue / market cap,3m,59,2476,0.04385293143157696,0.02785241891248453,0.27889219841652957,0.5932203389830508,0.8363037703030066,0.4029840326360574,0.6179088500419547,False
native,sales_price,Revenue / market cap,6m,56,2266,0.05104415138550063,0.07766318495518776,0.24711068702931596,0.625,0.7970362298817676,0.4254299902984544,0.9197301723064454,False
native,sales_price,Revenue / market cap,12m,50,1857,0.1494663319254046,0.22361958166658769,0.23755019553404796,0.78,2.122951201408621,0.03375794125407072,0.12940544147393776,False
native,ebitda_ev_yield,EBITDA / enterprise value,1m,75,2424,0.033869539236709524,0.01801874925391118,0.34455930104326565,0.56,0.9154526888374404,0.35995402883817995,0.9018882198883903,False
native,ebitda_ev_yield,EBITDA / enterprise value,3m,73,2293,0.06680320195981186,0.017579799896105777,0.29993913053325555,0.5342465753424658,1.1504597533224,0.2499545615634542,0.5748954915959447,False
native,ebitda_ev_yield,EBITDA / enterprise value,6m,70,2094,0.051296340560207945,0.030966976504127622,0.32068709301723836,0.5857142857142857,0.6542385358691871,0.5129581379370232,0.9197301723064454,False
native,ebitda_ev_yield,EBITDA / enterprise value,12m,64,1703,0.05237360630211868,0.03798370962353673,0.2167442316207304,0.59375,1.1190423088789727,0.26312208983301666,0.5962146680850225,False
native,small_size,-log(MarketCap),1m,61,2640,0.01832485811327191,-0.009008837058385663,0.3038012425658247,0.47540983606557374,0.48538890546422503,0.6274005007919237,0.9018882198883903,False
native,small_size,-log(MarketCap),3m,59,2500,0.06242093148801159,0.041854542427289136,0.26699934665040564,0.6101694915254238,1.2567234016593378,0.20885381115820012,0.5748954915959447,False
native,small_size,-log(MarketCap),6m,56,2290,0.0839288745610408,0.10870986136379127,0.28779448600573526,0.6428571428571429,1.301348371323795,0.1931392371198557,0.7403670756261135,False
native,small_size,-log(MarketCap),12m,50,1881,0.205443016807159,0.25151336355139403,0.2088424004431505,0.8,5.014840650679741,5.307743626836725e-07,4.069270113908156e-06,True
native,size_log_mcap,log(MarketCap),1m,61,2640,-0.01832485811327191,0.009008837058385663,0.3038012425658247,0.5081967213114754,-0.48538890546422503,0.6274005007919237,0.9018882198883903,False
