method,fold,fwd_horizon,n,utility_mean,utility_sum,ic,ic_tstat,hit_rate,coverage,cost_bps,train_start,train_end,test_start,test_end
topsis_category,1,21,1902,0.006598816922345096,12.550949786300372,0.03331676302573376,0.5268006568833857,0.5462962962962963,0.9652996845425867,10.0,2002-03-04,2007-04-03,2007-05-04,2011-03-25
topsis_action,1,21,1902,0.002777350028905306,5.282519754977892,0.01378230808081308,0.21135283733520197,0.5182872435325602,0.5893796004206099,10.0,2002-03-04,2007-04-03,2007-05-04,2011-03-25
ahp_topsis_prior,1,21,1902,0.006592739552594837,12.539390629035381,0.035846142153437864,0.5650552137520458,0.5623678646934461,0.7460567823343849,10.0,2002-03-04,2007-04-03,2007-05-04,2011-03-25
baseline_fixed,2,21,969,0.0035458387131035375,3.4359177129973277,0.14182058684432963,1.6509439525889715,0.5596658711217184,0.8648090815273478,10.0,2002-03-04,2011-02-24,2011-03-28,2018-06-11
threshold_optimized,2,21,969,-0.0023025949641308076,-2.2312145202427525,0.14182058684432963,1.6509439525889715,0.46774193548387094,0.7038183694530443,10.0,2002-03-04,2011-02-24,2011-03-28,2018-06-11
ridge_linear,2,21,969,-0.004526240472807664,-4.3859270181506265,0.07456939784803167,1.0756178522639357,0.4499484004127967,1.0,10.0,2002-03-04,2011-02-24,2011-03-28,2018-06-11
isotonic_calibrated,2,21,969,-0.0031725891852135897,-3.0742389204719682,0.09524941257225497,1.0910165440734578,0.45614035087719296,1.0,10.0,2002-03-04,2011-02-24,2011-03-28,2018-06-11
topsis_category,2,21,969,-0.0012207791151267974,-1.1829349625578667,0.13833512882574836,1.7498004484530394,0.49732620320855614,0.9649122807017544,10.0,2002-03-04,2011-02-24,2011-03-28,2018-06-11
topsis_action,2,21,969,0.001843417739728769,1.7862717897971772,0.13103663558575976,1.5599580790717171,0.5544217687074829,0.6068111455108359,10.0,2002-03-04,2011-02-24,2011-03-28,2018-06-11
ahp_topsis_prior,2,21,969,-0.0016699063039282284,-1.6181392085064532,0.14712153062901984,1.9347242673088658,0.49432404540763675,1.0,10.0,2002-03-04,2011-02-24,2011-03-28,2018-06-11
baseline_fixed,3,21,1842,-0.002131779690438326,-3.9267381897873967,0.04215036857045243,0.6542003764268229,0.5077630822311673,0.9440825190010858,10.0,2002-03-04,2015-01-21,2018-06-12,2022-05-16
threshold_optimized,3,21,1842,-0.0017733196493299392,-3.266454794065748,0.04215036857045243,0.6542003764268229,0.5394990366088632,0.8452768729641694,10.0,2002-03-04,2015-01-21,2018-06-12,2022-05-16
ridge_linear,3,21,1842,-0.0028937235117194697,-5.330238708587263,0.008310567112646269,0.16150180949425924,0.5346740638002774,0.7828447339847991,10.0,2002-03-04,2015-01-21,2018-06-12,2022-05-16
isotonic_calibrated,3,21,1842,-0.0017733196493299392,-3.266454794065748,0.02351360315656444,0.39822955928755255,0.5394990366088632,0.8452768729641694,10.0,2002-03-04,2015-01-21,2018-06-12,2022-05-16
topsis_category,3,21,1842,-0.004204029430638545,-7.7438222112362,0.03927306477926488,0.6008869925883435,0.5149700598802395,0.99728555917481,10.0,2002-03-04,2015-01-21,2018-06-12,2022-05-16
topsis_action,3,21,1842,-0.0013171504362038094,-2.426191103487417,0.04316762864334733,0.6902603970590944,0.5194805194805194,0.5434310532030402,10.0,2002-03-04,2015-01-21,2018-06-12,2022-05-16
ahp_topsis_prior,3,21,1842,-0.004204029430638545,-7.7438222112362,0.03824295848320653,0.5950035480111799,0.5149700598802395,0.99728555917481,10.0,2002-03-04,2015-01-21,2018-06-12,2022-05-16
