symbol,statement_year,metric_name,n_distinct_values,min_value,max_value,ratio_max_min,sources_involved,classification,n_raw_rows
LES,2025,EnterpriseValue,2,7842137900.0,8013137900.0,1.0218052783795093,workbook,E_source_disagreement,6
LES,2025,Revenue,2,5378000000.0,5521000000.0,1.0265898103384157,stockanalysis,E_source_disagreement,3
LHM,2020,EBITDA,2,2440449000.0,3227545000.0,1.3225209787215386,workbook,E_source_disagreement,4
LHM,2020,EnterpriseValue,2,36442786400.0,36597251400.0,1.004238561736322,workbook,E_source_disagreement,4
LHM,2021,Cash,2,532168000.0,532170000.0,1.0000037582116925,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2021,EBITDA,3,3203705000.0,4301000000.0,1.3425081273088502,bvc;stockanalysis;workbook,E_source_disagreement,7
LHM,2021,EnterpriseValue,2,42617423400.0,42950871400.0,1.0078242177353218,workbook,E_source_disagreement,4
LHM,2021,NetIncome,2,2010000000.0,2010486000.0,1.000241791044776,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2021,Revenue,2,8194570000.0,8195000000.0,1.0000524737722662,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2021,Total_Debt,2,5425295000.0,5592000000.0,1.0307273613692896,bvc;stockanalysis,E_source_disagreement,3
LHM,2021,Total_Equity,2,11431699000.0,11432000000.0,1.000026330294386,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2022,Cash,2,139957000.0,139960000.0,1.0000214351550833,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2022,EBITDA,2,3085223000.0,3439000000.0,1.1146682103692342,bvc;stockanalysis;workbook,E_source_disagreement,7
LHM,2022,EnterpriseValue,2,49682755200.0,50642827200.0,1.0193240490817224,workbook,E_source_disagreement,4
LHM,2022,NetIncome,2,1391685000.0,1392000000.0,1.0002263443236077,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2022,Revenue,2,7985000000.0,7985055000.0,1.0000068879148403,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2022,Total_Debt,2,5186200000.0,5666000000.0,1.092514750684509,bvc;stockanalysis,E_source_disagreement,3
LHM,2022,Total_Equity,2,11340575000.0,11341000000.0,1.0000374760539037,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2023,Cash,2,153686000.0,153690000.0,1.000026027094205,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2023,EBITDA,2,3300484000.0,3665000000.0,1.1104431956040386,bvc;stockanalysis;workbook,E_source_disagreement,7
LHM,2023,EnterpriseValue,2,37053016680.0,37372733680.0,1.0086286361718173,workbook,E_source_disagreement,4
LHM,2023,NetIncome,2,1547820000.0,1548000000.0,1.0001162925921618,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2023,Revenue,2,8212000000.0,8212021000.0,1.000002557233317,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2023,Total_Debt,2,4824729000.0,5144000000.0,1.0661738721490885,bvc;stockanalysis,E_source_disagreement,3
LHM,2023,Total_Equity,2,11417000000.0,11417059000.0,1.000005167732329,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2024,Cash,2,163075000.0,163080000.0,1.0000306607389238,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2024,EBITDA,2,3803924000.0,4006000000.0,1.0531230382100167,bvc;stockanalysis;workbook,E_source_disagreement,7
LHM,2024,EnterpriseValue,2,49862916000.0,50056872000.0,1.0038897845444898,workbook,E_source_disagreement,4
LHM,2024,NetIncome,2,1825688000.0,1826000000.0,1.000170894479232,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2024,Revenue,2,8154838000.0,8155000000.0,1.0000198655080579,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2024,Total_Debt,2,4335073000.0,4529000000.0,1.0447344254641155,bvc;stockanalysis,E_source_disagreement,3
LHM,2024,Total_Equity,2,11665000000.0,11665123000.0,1.0000105443634806,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2025,EBITDA,3,3596538000.0,4509000000.0,1.2537056469304648,bvc;stockanalysis;workbook,E_source_disagreement,7
LHM,2025,EnterpriseValue,2,44982408720.0,45159452720.0,1.0039358497029813,workbook,E_source_disagreement,4
LHM,2025,NetIncome,2,2165873000.0,2166000000.0,1.0000586368637496,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2025,Revenue,2,8936000000.0,8936255000.0,1.0000285362578334,bvc;stockanalysis,B_harmless_equivalent,3
LHM,2025,Total_Equity,2,12156000000.0,12156299000.0,1.0000245969068773,bvc;stockanalysis,B_harmless_equivalent,3
M2M,2020,EBITDA,2,-26916324.68,14058066.13,0.5222877304807426,bvc;workbook,E_source_disagreement_sign_flip,4
M2M,2021,Cash,2,133870000.0,133874895.0,1.0000365653245686,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2021,EBITDA,2,-28726143.28,-5068800.3,0.1764525175062066,bvc;workbook,E_source_disagreement,4
M2M,2021,NetIncome,2,-28144801.19,-19870000.0,0.7059918407616934,bvc;stockanalysis,E_source_disagreement,2
M2M,2021,Revenue,2,53905390.97,53910000.0,1.0000855022089084,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2021,Total_Debt,2,580787.61,910000.0,1.5668378325081693,bvc;stockanalysis,E_source_disagreement,2
M2M,2021,Total_Equity,2,216950000.0,216952580.79,1.0000118957824382,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2022,Cash,2,38620000.0,38624076.0,1.000105541170378,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2022,EBITDA,2,-45334315.84,14058066.13,0.31009767919771036,bvc;workbook,E_source_disagreement_sign_flip,4
M2M,2022,EnterpriseValue,2,-36665797.58,381960000.0,10.417337824620152,workbook,E_source_disagreement_sign_flip,4
M2M,2022,NetIncome,2,-44995968.07,-33610000.0,0.7469558149679787,bvc;stockanalysis,E_source_disagreement,2
M2M,2022,Revenue,2,61898665.79,61900000.0,1.0000215547456957,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2022,Total_Debt,2,580000.0,580788.0,1.0013586206896552,bvc;stockanalysis,E_source_disagreement,2
M2M,2022,Total_Equity,2,171980000.0,171982612.71,1.0000151919409235,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2023,Cash,2,25026920.0,25030000.0,1.0001230674809365,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2023,EBITDA,2,2962883.89,17657132.06,5.959441110599848,workbook,E_source_disagreement,4
M2M,2023,EnterpriseValue,2,-16579815.52,285050000.0,17.192591778608644,workbook,E_source_disagreement_sign_flip,4
M2M,2023,NetIncome,2,-21602353.0,-14780000.0,0.6841847274692715,bvc;stockanalysis,E_source_disagreement,2
M2M,2023,Revenue,2,78580000.0,78581596.0,1.0000203105115806,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2023,Total_Debt,2,570000.0,1958278.42,3.4355761754385963,bvc;stockanalysis,E_source_disagreement,2
M2M,2023,Total_Equity,2,181500000.0,181503271.0,1.0000180220385675,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2024,Cash,2,29529115.0,29530000.0,1.0000299704207187,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2024,EBITDA,2,16505532.0,18275740.57,1.107249410076573,workbook,E_source_disagreement,4
M2M,2024,EnterpriseValue,3,286352075.0,314819622.0,1.0994144952502964,workbook,E_source_disagreement,6
M2M,2024,NetIncome,2,14650000.0,14651275.0,1.0000870307167236,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2024,Revenue,2,102625951.0,102630000.0,1.0000394539583852,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2024,Total_Debt,2,1060000.0,1061568.0,1.0014792452830188,bvc;stockanalysis,E_source_disagreement,2
M2M,2024,Total_Equity,2,144832311.0,212000000.0,1.4637617706728439,bvc;stockanalysis,E_source_disagreement,2
M2M,2025,Cash,2,32920000.0,32920562.0,1.000017071688943,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2025,EnterpriseValue,2,337457863.0,369880667.0,1.09607956297643,workbook,E_source_disagreement,6
M2M,2025,NetIncome,2,5310000.0,6545000.0,1.2325800376647835,bvc;stockanalysis,E_source_disagreement,2
M2M,2025,Revenue,2,126680000.0,126682451.0,1.0000193479633723,bvc;stockanalysis,B_harmless_equivalent,2
M2M,2025,Total_Debt,2,497758.0,500000.0,1.0045041968185342,bvc;stockanalysis,E_source_disagreement,2
M2M,2025,Total_Equity,2,232359000.0,232360000.0,1.0000043036852457,bvc;stockanalysis,B_harmless_equivalent,2
MAB,2021,EBITDA,2,278005000.0,511567000.0,1.84013596877754,workbook,E_source_disagreement,4
MAB,2021,EnterpriseValue,2,7254268000.0,14505770000.0,1.9996187072217348,workbook,E_source_disagreement,4
MAB,2022,EnterpriseValue,2,8269628000.0,16542189000.0,2.000354671334672,workbook,E_source_disagreement,4
MAB,2024,EnterpriseValue,3,1273447440.0,12710698440.0,9.981329453220308,workbook,G_scale_mismatch,6
MAB,2024,NetIncome,2,135630000.0,136000000.0,1.0027280100272802,bvc;stockanalysis,E_source_disagreement,3
MAB,2025,EnterpriseValue,3,1352345814.0,3125083814.0,2.310861453962396,workbook,E_source_disagreement,6
MAB,2025,NetIncome,2,148000000.0,148200000.0,1.0013513513513514,bvc;stockanalysis,E_source_disagreement,3
MDP,2020,EBITDA,2,-4076561.49,602772.02,0.1478628548787081,workbook,E_source_disagreement_sign_flip,4
MDP,2020,EnterpriseValue,2,197973916.19,197973916.39,1.0000000010102341,workbook,B_harmless_equivalent,4
MDP,2021,Cash,2,790000.0,792308.11,1.0029216582278482,bvc;stockanalysis,E_source_disagreement,2
MDP,2021,EBITDA,2,-2535708.62,1660000.0,0.6546493500503224,bvc;stockanalysis;workbook,E_source_disagreement_sign_flip,5
MDP,2021,NetIncome,2,9480000.0,9483951.17,1.000416790084388,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2021,Revenue,2,78990000.0,78993575.43,1.000045264337258,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2021,Total_Debt,2,128916843.2,174290000.0,1.3519567782900845,bvc;stockanalysis,E_source_disagreement,2
MDP,2021,Total_Equity,2,-37361523.92,-37360000.0,0.9999592115138755,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2022,Cash,2,437898.72,440000.0,1.0047985525054743,bvc;stockanalysis,E_source_disagreement,2
MDP,2022,EBITDA,2,13785376.2,18700000.0,1.356509951465815,bvc;stockanalysis;workbook,E_source_disagreement,5
MDP,2022,NetIncome,2,7429125.3,7430000.0,1.0001177392983263,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2022,Revenue,2,134730000.0,134730962.47,1.000007143694797,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2022,Total_Debt,2,128916843.2,191870000.0,1.4883237538041112,bvc;stockanalysis,E_source_disagreement,2
MDP,2022,Total_Equity,2,20696765.84,20700000.0,1.000156264028158,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2023,Cash,2,235549.39,240000.0,1.018894593613679,bvc;stockanalysis,E_source_disagreement,2
MDP,2023,EBITDA,3,10873215.67,16675781.68,1.5336568487287257,bvc;stockanalysis;workbook,E_source_disagreement,6
MDP,2023,NetIncome,2,5750000.0,5750865.13,1.0001504573913043,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2023,Revenue,2,107860000.0,107883382.95,1.0002167898201373,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2023,Total_Debt,2,122513152.27,208300000.0,1.700225617743792,bvc;stockanalysis,E_source_disagreement,2
MDP,2023,Total_Equity,2,24647930.67,26450000.0,1.0731123985265574,bvc;stockanalysis,E_source_disagreement,2
MDP,2024,Cash,2,760000.0,762389.68,1.0031443157894737,bvc;stockanalysis,E_source_disagreement,2
MDP,2024,EBITDA,3,6199680.89,11738194.57,1.8933546384513995,bvc;stockanalysis;workbook,E_source_disagreement,6
MDP,2024,EnterpriseValue,2,91945078.06,285549587.86,3.1056538738665354,workbook,E_source_disagreement,6
MDP,2024,NetIncome,2,7985231.64,7990000.0,1.0005971473608999,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2024,Revenue,2,105560000.0,105563865.54,1.0000366193633954,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2024,Total_Debt,2,125943411.37,194370000.0,1.5433121739808562,bvc;stockanalysis,E_source_disagreement,2
MDP,2024,Total_Equity,2,34430000.0,34432862.61,1.000083142898635,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2025,Cash,2,630000.0,631924.66,1.0030550158730158,bvc;stockanalysis,E_source_disagreement,2
MDP,2025,EBITDA,2,-4840000.0,10355525.86,2.1395714586776857,bvc;stockanalysis;workbook,E_source_disagreement_sign_flip,5
MDP,2025,EnterpriseValue,2,112372002.27,279722547.93,2.4892548168528776,workbook,E_source_disagreement,6
MDP,2025,NetIncome,2,6710000.0,6713105.5,1.0004628166915053,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2025,Revenue,2,88408885.33,88410000.0,1.0000126081218628,bvc;stockanalysis,B_harmless_equivalent,2
MDP,2025,Total_Debt,2,97830543.27,167980000.0,1.7170506713470488,bvc;stockanalysis,E_source_disagreement,2
MDP,2025,Total_Equity,2,41145968.11,41150000.0,1.0000979899170004,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2020,EBITDA,2,100900000.0,103421698.82,1.0249920596630326,stockanalysis;workbook,E_source_disagreement,2
MIC,2021,Cash,2,52635056.05,52640000.0,1.0000939288445956,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2021,EBITDA,2,76733002.86,77740000.0,1.013123390229329,bvc;stockanalysis;workbook,E_source_disagreement,5
MIC,2021,NetIncome,2,45560000.0,45561229.33,1.0000269826602282,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2021,Revenue,2,563626820.5,563630000.0,1.0000056411438993,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2021,Total_Debt,2,908516.0,95550000.0,105.17151046321693,bvc;stockanalysis,E_source_disagreement,3
MIC,2021,Total_Equity,2,169940000.0,169940248.64,1.000001463104625,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2022,Cash,2,30710000.0,30711847.99,1.0000601755128622,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2022,EBITDA,2,104130227.08,105130000.0,1.009601178716646,bvc;stockanalysis;workbook,E_source_disagreement,5
MIC,2022,NetIncome,2,42610000.0,42613398.37,1.0000797552217788,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2022,Revenue,2,694840000.0,694841840.09,1.0000026482211732,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2022,Total_Debt,2,0.0,71110000.0,,bvc;stockanalysis,E_source_disagreement,2
MIC,2022,Total_Equity,2,167190000.0,167193647.01,1.0000218135654046,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2023,Cash,2,64390000.0,64390823.73,1.0000127928249727,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2023,EBITDA,3,90432098.98,95365990.64,1.0545590748821518,bvc;stockanalysis;workbook,E_source_disagreement,6
MIC,2023,NetIncome,2,57200000.0,57202808.65,1.0000491022727271,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2023,Revenue,2,728686667.57,751170000.0,1.0308545955766923,bvc;stockanalysis,E_source_disagreement,2
MIC,2023,Total_Debt,2,0.0,80000000.0,,bvc;stockanalysis,E_source_disagreement,2
MIC,2023,Total_Equity,2,182396455.66,182400000.0,1.0000194320661944,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2024,Cash,2,117647954.61,117650000.0,1.0000173856826222,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2024,EBITDA,3,96527062.74,101709741.8,1.053691461367262,bvc;stockanalysis;workbook,E_source_disagreement,6
MIC,2024,NetIncome,2,67810000.0,67814205.42,1.000062017696505,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2024,Revenue,2,900445777.78,900450000.0,1.000004689033037,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2024,Total_Debt,2,0.0,140000000.0,,bvc;stockanalysis,E_source_disagreement,2
MIC,2024,Total_Equity,2,193090000.0,193090661.08,1.0000034236884354,bvc;stockanalysis,B_harmless_equivalent,2
MIC,2025,EBITDA,2,106794834.53,109951935.86,1.0295623036815804,workbook,E_source_disagreement,4
MLE,2022,NetIncome,2,68877000.0,68880000.0,1.0000435559040028,bvc;stockanalysis,B_harmless_equivalent,2
MLE,2022,Revenue,2,334385000.0,3295000000.0,9.853910911075557,bvc;stockanalysis,G_scale_mismatch,2
MLE,2022,Total_Debt,2,9716000000.0,10461474000.0,1.076726430629889,bvc;stockanalysis,E_source_disagreement,2
MLE,2022,Total_Equity,2,1027766000.0,1028000000.0,1.0002276782847457,bvc;stockanalysis,B_harmless_equivalent,2
MLE,2023,NetIncome,2,104170000.0,104173000.0,1.0000287990784296,bvc;stockanalysis,B_harmless_equivalent,2
MLE,2023,Revenue,2,409648000.0,3470000000.0,8.470687028863805,bvc;stockanalysis,E_source_disagreement,2
MLE,2023,Total_Debt,2,10461000000.0,10895746000.0,1.0415587419940733,bvc;stockanalysis,E_source_disagreement,2
MLE,2023,Total_Equity,2,1093000000.0,1093064000.0,1.0000585544373284,bvc;stockanalysis,B_harmless_equivalent,2
MLE,2024,EnterpriseValue,2,1069055680.0,1080740446.0,1.0109299882303604,workbook,E_source_disagreement,4
MLE,2025,EnterpriseValue,2,1032957696.0,1044949265.0,1.011608964284245,workbook,E_source_disagreement,4
MNG,2021,Cash,2,1726900000.0,1727000000.0,1.0000579072326135,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2021,NetIncome,2,861500000.0,926200000.0,1.0751015670342425,bvc;stockanalysis,E_source_disagreement,3
MNG,2021,Revenue,2,7422800000.0,7423000000.0,1.0000269440103464,bvc;stockanalysis,B_harmless_equivalent,2
MNG,2021,Total_Debt,2,5968400000.0,5969000000.0,1.0001005294551304,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2021,Total_Equity,2,6244000000.0,6244200000.0,1.0000320307495196,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2022,Cash,2,2496000000.0,2496100000.0,1.0000400641025642,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2022,NetIncome,2,1615000000.0,1751300000.0,1.0843962848297213,bvc;stockanalysis,E_source_disagreement,3
MNG,2022,Revenue,2,9645000000.0,9645200000.0,1.0000207361327111,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2022,Total_Debt,2,6340800000.0,6341000000.0,1.000031541761292,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2023,Cash,2,2740500000.0,2741000000.0,1.0001824484583106,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2023,Net_Debt,2,7101600000.0,7102000000.0,1.0000563253351358,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2023,NetIncome,2,514400000.0,541000000.0,1.0517107309486782,bvc;stockanalysis,E_source_disagreement,3
MNG,2023,Revenue,2,7507600000.0,7508000000.0,1.0000532793435986,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2023,Total_Debt,2,9842000000.0,9842100000.0,1.0000101605364764,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2023,Total_Equity,2,8227700000.0,8228000000.0,1.000036462194781,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2024,Cash,2,2589000000.0,2589100000.0,1.0000386249517188,bvc;stockanalysis,B_harmless_equivalent,2
MNG,2024,NetIncome,2,619800000.0,787500000.0,1.270571151984511,bvc;stockanalysis,E_source_disagreement,2
MNG,2024,Revenue,2,8859000000.0,8859400000.0,1.000045151823005,bvc;stockanalysis,B_harmless_equivalent,3
MNG,2024,Total_Debt,2,12979900000.0,12980000000.0,1.0000077042196012,bvc;stockanalysis,B_harmless_equivalent,2
MNG,2024,Total_Equity,2,11418700000.0,11419000000.0,1.0000262726930387,bvc;stockanalysis,B_harmless_equivalent,2
MNG,2025,Cash,2,4390000000.0,4390300000.0,1.0000683371298404,bvc;stockanalysis,B_harmless_equivalent,2
MNG,2025,Revenue,2,13693600000.0,13694000000.0,1.0000292107261786,bvc;stockanalysis,B_harmless_equivalent,2
MNG,2025,Total_Debt,2,17031000000.0,17031400000.0,1.0000234865832893,bvc;stockanalysis,B_harmless_equivalent,2
MNG,2025,Total_Equity,2,11478300000.0,12530000000.0,1.0916250664296978,bvc;stockanalysis,E_source_disagreement,2
MOX,2021,EBITDA,2,23000000.0,39180000.0,1.703478260869565,stockanalysis;workbook,E_source_disagreement,6
MOX,2022,EBITDA,2,34840000.0,42174000.0,1.2105051664753157,stockanalysis;workbook,E_source_disagreement,6
MOX,2023,EBITDA,2,18830000.0,24532000.0,1.3028146574614976,stockanalysis;workbook,E_source_disagreement,6
MOX,2024,EBITDA,2,27550000.0,33978000.0,1.2333212341197821,stockanalysis;workbook,E_source_disagreement,6
MOX,2024,EnterpriseValue,3,179075000.0,299306000.0,1.6714002512913584,workbook,E_source_disagreement,6
MOX,2024,Revenue,2,311000000.0,311410000.0,1.0013183279742766,bvc;stockanalysis,E_source_disagreement,3
MOX,2025,EBITDA,2,31130000.0,37371000.0,1.200481850305172,stockanalysis;workbook,E_source_disagreement,6
MOX,2025,EnterpriseValue,3,368062500.0,849647947.05,2.308433885685176,workbook,E_source_disagreement,6
MOX,2025,Revenue,2,330000000.0,330370000.0,1.001121212121212,bvc;stockanalysis,E_source_disagreement,3
MSA,2018,EnterpriseValue,2,13460753040.0,14248173040.0,1.0584974702128551,workbook,E_source_disagreement,6
MSA,2019,EnterpriseValue,2,13214877780.0,13696121780.0,1.036416833209637,workbook,E_source_disagreement,6
MSA,2020,EBITDA,2,758738000.0,1141877000.0,1.5049687771009228,bvc;workbook,E_source_disagreement,4
MSA,2020,EnterpriseValue,2,11376318000.0,13217511000.0,1.1618443682745154,workbook,E_source_disagreement,6
MSA,2021,Cash,2,593850000.0,593853000.0,1.0000050517807526,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2021,EnterpriseValue,2,15853449600.0,17901283600.0,1.1291727700701808,workbook,E_source_disagreement,6
MSA,2021,NetIncome,2,666360000.0,735670000.0,1.1040128459091183,bvc;stockanalysis,E_source_disagreement,2
MSA,2021,Revenue,2,3591981000.0,3592000000.0,1.0000052895602733,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2021,Total_Debt,2,2641687000.0,2642000000.0,1.0001184848924192,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2021,Total_Equity,2,2301505000.0,2302000000.0,1.0002150766563618,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2022,Cash,2,904490000.0,904492000.0,1.0000022111908369,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2022,EBITDA,2,1363416000.0,1845000000.0,1.3532186801387105,bvc;stockanalysis;workbook,E_source_disagreement,5
MSA,2022,EnterpriseValue,2,19449834000.0,20911116000.0,1.0751308211679338,workbook,E_source_disagreement,6
MSA,2022,NetIncome,2,816790000.0,944282000.0,1.156089080424589,bvc;stockanalysis,E_source_disagreement,2
MSA,2022,Revenue,2,3949000000.0,3949069000.0,1.0000174727779185,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2022,Total_Debt,2,2365774000.0,2366000000.0,1.000095528989667,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2022,Total_Equity,2,2685000000.0,2685460000.0,1.000171322160149,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2023,Cash,2,263610000.0,263611000.0,1.0000037934827966,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2023,EBITDA,2,1554657000.0,2039000000.0,1.3115433179151414,bvc;stockanalysis;workbook,E_source_disagreement,5
MSA,2023,EnterpriseValue,2,15706658400.0,17474959400.0,1.1125828903237622,workbook,E_source_disagreement,6
MSA,2023,NetIncome,2,852230000.0,1004988000.0,1.179245039484646,bvc;stockanalysis,E_source_disagreement,2
MSA,2023,Revenue,2,4320000000.0,4320173000.0,1.0000400462962964,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2023,Total_Debt,2,2031912000.0,2032000000.0,1.0000433089621992,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2023,Total_Equity,2,2983000000.0,2983274000.0,1.0000918538384178,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2024,Cash,2,245990000.0,245992000.0,1.0000081304118054,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2024,EBITDA,2,2579000000.0,2680491000.0,1.0393528499418379,bvc;stockanalysis;workbook,E_source_disagreement,5
MSA,2024,EnterpriseValue,2,20550768000.0,21902810000.0,1.065790339319679,workbook,E_source_disagreement,6
MSA,2024,NetIncome,2,1267000000.0,1458418000.0,1.1510797158642463,bvc;stockanalysis,E_source_disagreement,2
MSA,2024,Revenue,2,5008000000.0,5008150000.0,1.0000299520766773,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2024,Total_Debt,2,1598000000.0,1598034000.0,1.0000212765957446,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2024,Total_Equity,2,3665891000.0,3666000000.0,1.0000297335627273,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2025,Cash,2,154902000.0,2120000000.0,13.686072484538611,bvc;stockanalysis,E_source_disagreement,2
MSA,2025,EBITDA,2,3169000000.0,3224114000.0,1.0173916061849164,bvc;stockanalysis;workbook,E_source_disagreement,6
MSA,2025,EnterpriseValue,2,55046700000.0,56259093000.0,1.0220248080266392,workbook,E_source_disagreement,6
MSA,2025,NetIncome,2,1589000000.0,1808302000.0,1.1380125865324102,bvc;stockanalysis,E_source_disagreement,2
MSA,2025,Revenue,2,5784894000.0,5785000000.0,1.0000183235855316,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2025,Total_Debt,2,1367000000.0,1367295000.0,1.0002158010241404,bvc;stockanalysis,B_harmless_equivalent,2
MSA,2025,Total_Equity,2,4599000000.0,4599248000.0,1.0000539247662534,bvc;stockanalysis,B_harmless_equivalent,2
MUT,2021,Cash,2,70269000.0,70270000.0,1.000014231026484,bvc;stockanalysis,B_harmless_equivalent,3
MUT,2021,EBITDA,2,119026000.0,205290000.0,1.7247492144573455,bvc;stockanalysis;workbook,E_source_disagreement,6
MUT,2021,EnterpriseValue,2,379998000.0,2755740000.0,7.251985536765983,workbook,E_source_disagreement,4
MUT,2021,NetIncome,2,59940000.0,60107000.0,1.002786119452786,bvc;stockanalysis,E_source_disagreement,3
MUT,2021,Revenue,2,1684864000.0,1685000000.0,1.0000807186811518,bvc;stockanalysis,B_harmless_equivalent,3
MUT,2021,Total_Debt,2,364704000.0,910280000.0,2.4959419145389137,bvc;stockanalysis,E_source_disagreement,3
MUT,2021,Total_Equity,2,979097000.0,979100000.0,1.000003064047791,bvc;stockanalysis,B_harmless_equivalent,3
MUT,2022,EBITDA,2,261220000.0,262440000.0,1.0046703927723757,bvc;stockanalysis;workbook,E_source_disagreement,6
MUT,2022,EnterpriseValue,2,623408000.0,2830300000.0,4.540044401098478,workbook,E_source_disagreement,4
MUT,2022,NetIncome,2,99520000.0,99698000.0,1.0017885852090032,bvc;stockanalysis,E_source_disagreement,3
MUT,2022,Revenue,2,2328908000.0,2329000000.0,1.000039503492624,bvc;stockanalysis,B_harmless_equivalent,3
MUT,2022,Total_Debt,2,432356000.0,937290000.0,2.1678662953677064,bvc;stockanalysis,E_source_disagreement,3
MUT,2022,Total_Equity,2,1332878000.0,1333000000.0,1.0000915312579246,bvc;stockanalysis,B_harmless_equivalent,3
MUT,2023,Cash,2,165827000.0,165830000.0,1.0000180911431793,bvc;stockanalysis,B_harmless_equivalent,3
MUT,2023,EBITDA,2,100862000.0,269730000.0,2.674247982391783,bvc;stockanalysis;workbook,E_source_disagreement,6
MUT,2023,NetIncome,2,92960000.0,93059000.0,1.001064974182444,bvc;stockanalysis,E_source_disagreement,3
MUT,2023,Revenue,2,2166503000.0,2167000000.0,1.0002294019440545,bvc;stockanalysis,B_harmless_equivalent,3
