symbol,statement_year,metric_name,n_distinct_values,min_value,max_value,ratio_max_min,sources_involved,classification,n_raw_rows
EQD,2025,EnterpriseValue,3,1853977500.0,2875318500.0,1.5508917988486914,workbook,E_source_disagreement,6
EQD,2025,NetIncome,2,95498000.0,98560000.0,1.032063498712015,bvc;stockanalysis,E_source_disagreement,2
EQD,2025,Revenue,2,509895000.0,1884000000.0,3.6948783573088577,bvc;stockanalysis,E_source_disagreement,2
EQD,2025,Total_Debt,2,687176000.0,6546000000.0,9.525943862998707,bvc;stockanalysis,E_source_disagreement,2
EQD,2025,Total_Equity,2,1486000000.0,1486440000.0,1.0002960969044414,bvc;stockanalysis,B_harmless_equivalent,2
FBR,2021,Cash,2,2823000.0,11580000.0,4.10201912858661,bvc;stockanalysis,E_source_disagreement,2
FBR,2021,NetIncome,2,3329000.0,3810000.0,1.1444878341844398,bvc;stockanalysis,E_source_disagreement,2
FBR,2021,Revenue,2,531698000.0,539820000.0,1.0152755887740785,bvc;stockanalysis,E_source_disagreement,2
FBR,2021,Total_Equity,2,108326000.0,109140000.0,1.0075143548178647,bvc;stockanalysis,E_source_disagreement,2
FBR,2022,Cash,2,2530000.0,2533000.0,1.0011857707509881,bvc;stockanalysis,E_source_disagreement,2
FBR,2022,NetIncome,2,20510000.0,24524000.0,1.195709410043881,bvc;stockanalysis,E_source_disagreement,2
FBR,2022,Revenue,2,569080000.0,569082000.0,1.0000035144443664,bvc;stockanalysis,B_harmless_equivalent,2
FBR,2022,Total_Debt,2,13314000.0,49000000.0,3.680336487907466,bvc;stockanalysis,E_source_disagreement,2
FBR,2022,Total_Equity,2,124610000.0,132850000.0,1.066126314099992,bvc;stockanalysis,E_source_disagreement,2
FBR,2023,Cash,2,2790000.0,2793000.0,1.0010752688172042,bvc;stockanalysis,E_source_disagreement,2
FBR,2023,EBITDA,2,25890000.0,34031000.0,1.314445731942835,bvc;stockanalysis;workbook,E_source_disagreement,3
FBR,2023,NetIncome,2,7220000.0,7222000.0,1.0002770083102492,bvc;stockanalysis,B_harmless_equivalent,2
FBR,2023,Revenue,2,602967000.0,602970000.0,1.0000049753966636,bvc;stockanalysis,B_harmless_equivalent,2
FBR,2023,Total_Debt,2,7625000.0,57320000.0,7.517377049180328,bvc;stockanalysis,E_source_disagreement,2
FBR,2023,Total_Equity,2,131830000.0,131831000.0,1.000007585526815,bvc;stockanalysis,B_harmless_equivalent,2
FBR,2024,Cash,2,1448000.0,1450000.0,1.0013812154696133,bvc;stockanalysis,E_source_disagreement,2
FBR,2024,EBITDA,2,34090000.0,50145000.0,1.4709592255793489,bvc;stockanalysis;workbook,E_source_disagreement,3
FBR,2024,NetIncome,2,16600000.0,16603000.0,1.0001807228915662,bvc;stockanalysis,B_harmless_equivalent,2
FBR,2024,Revenue,2,698170000.0,2954000000.0,4.2310612028589025,bvc;stockanalysis,E_source_disagreement,3
FBR,2024,Total_Debt,2,2562000.0,69190000.0,27.006245120999218,bvc;stockanalysis,E_source_disagreement,2
FBR,2024,Total_Equity,2,148527000.0,148530000.0,1.0000201983477752,bvc;stockanalysis,B_harmless_equivalent,2
FBR,2025,EBITDA,2,41510000.0,55158000.0,1.3287882437966756,bvc;stockanalysis;workbook,E_source_disagreement,3
FBR,2025,NetIncome,2,14856000.0,14860000.0,1.000269251480883,bvc;stockanalysis,B_harmless_equivalent,2
FBR,2025,Revenue,3,756514000.0,4413000000.0,5.833335536421004,bvc;stockanalysis,E_source_disagreement,3
FBR,2025,Total_Debt,2,31256000.0,61130000.0,1.9557844893780394,bvc;stockanalysis,E_source_disagreement,2
FBR,2025,Total_Equity,2,163336000.0,163340000.0,1.0000244893960915,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2021,Cash,2,815769000.0,815770000.0,1.0000012258372162,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2021,EBITDA,3,681437000.0,1136937323.11,1.6684408435556037,bvc;stockanalysis;workbook,E_source_disagreement,6
GAZ,2021,EnterpriseValue,2,152479000.0,315310454.36,2.0678942960014166,workbook,E_source_disagreement,4
GAZ,2021,NetIncome,2,503860000.0,503864000.0,1.0000079387131346,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2021,Revenue,2,7132280000.0,7160000000.0,1.0038865552109564,bvc;stockanalysis,E_source_disagreement,2
GAZ,2021,Total_Debt,2,958559000.0,1237000000.0,1.290478729008856,bvc;stockanalysis,E_source_disagreement,2
GAZ,2021,Total_Equity,2,2948000000.0,2948441000.0,1.0001495929443691,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2022,Cash,2,579079000.0,579080000.0,1.0000017268800976,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2022,EBITDA,2,1204000000.0,1252771000.0,1.0405074750830565,bvc;stockanalysis;workbook,E_source_disagreement,6
GAZ,2022,NetIncome,2,516887000.0,516890000.0,1.0000058039764979,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2022,Revenue,2,9510065000.0,9542000000.0,1.003358021212263,bvc;stockanalysis,E_source_disagreement,2
GAZ,2022,Total_Debt,2,867555000.0,1580000000.0,1.8212101826397173,bvc;stockanalysis,E_source_disagreement,2
GAZ,2022,Total_Equity,2,2971711000.0,2972000000.0,1.0000972503719239,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2023,Cash,2,693330000.0,693331000.0,1.0000014423146266,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2023,EBITDA,2,1138000000.0,1190032000.0,1.0457223198594026,bvc;stockanalysis;workbook,E_source_disagreement,6
GAZ,2023,NetIncome,2,481467000.0,481470000.0,1.0000062309566389,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2023,Revenue,2,8257014000.0,8288000000.0,1.0037526883204995,bvc;stockanalysis,E_source_disagreement,2
GAZ,2023,Total_Debt,2,1007532000.0,1310000000.0,1.3002068420655621,bvc;stockanalysis,E_source_disagreement,2
GAZ,2023,Total_Equity,2,2971924000.0,2972000000.0,1.0000255726593277,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2024,Cash,2,1309000000.0,1309278000.0,1.0002123758594348,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2024,EBITDA,2,1530000000.0,1593737000.0,1.0416581699346406,bvc;stockanalysis;workbook,E_source_disagreement,5
GAZ,2024,NetIncome,2,747390000.0,747392000.0,1.0000026759790739,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2024,Revenue,2,8773051000.0,8799000000.0,1.0029578079507346,bvc;stockanalysis,E_source_disagreement,2
GAZ,2024,Total_Debt,2,1172400000.0,1794000000.0,1.5301944728761514,bvc;stockanalysis,E_source_disagreement,2
GAZ,2024,Total_Equity,2,3238000000.0,3238073000.0,1.000022544780729,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2025,Cash,2,1039000000.0,1039041000.0,1.0000394610202117,bvc;stockanalysis,B_harmless_equivalent,2
GAZ,2025,EBITDA,2,1502000000.0,1576721000.0,1.0497476697736352,bvc;stockanalysis;workbook,E_source_disagreement,5
GAZ,2025,Revenue,2,8989425000.0,9022000000.0,1.0036237022946406,bvc;stockanalysis,E_source_disagreement,2
GAZ,2025,Total_Debt,2,1194543000.0,1782000000.0,1.4917838872271656,bvc;stockanalysis,E_source_disagreement,2
GAZ,2025,Total_Equity,2,3387000000.0,3387010000.0,1.0000029524653085,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2021,EBITDA,2,446490000.0,670300000.0,1.5012654258773992,bvc;stockanalysis,E_source_disagreement,3
GTM,2022,EBITDA,2,1236000000.0,1507000000.0,1.2192556634304208,bvc;stockanalysis,E_source_disagreement,3
GTM,2023,EBITDA,2,1134000000.0,1488000000.0,1.312169312169312,bvc;stockanalysis,E_source_disagreement,3
GTM,2024,Cash,2,809577000.0,809580000.0,1.0000037056388706,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2024,EBITDA,2,1411000000.0,1845000000.0,1.307583274273565,bvc;stockanalysis;workbook,E_source_disagreement,3
GTM,2024,NetIncome,2,589658000.0,589760000.0,1.0001729816266378,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2024,Revenue,2,11098839000.0,11099000000.0,1.000014506021756,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2024,Total_Debt,2,1125409000.0,1913000000.0,1.6998264630903077,bvc;stockanalysis,E_source_disagreement,2
GTM,2024,Total_Equity,2,2617864000.0,2618000000.0,1.0000519507506884,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2025,Cash,2,1898533000.0,1899000000.0,1.0002459793956702,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2025,EBITDA,2,1952000000.0,2464000000.0,1.2622950819672132,stockanalysis;workbook,E_source_disagreement,2
GTM,2025,NetIncome,2,1341942000.0,1342000000.0,1.0000432209439751,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2025,Operating_Cash_Flow,2,1614000000.0,1614497000.0,1.0003079306071871,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2025,Revenue,2,15165000000.0,15165454000.0,1.0000299373557533,bvc;stockanalysis,B_harmless_equivalent,2
GTM,2025,Total_Debt,2,1119645000.0,2172000000.0,1.939900593491687,bvc;stockanalysis,E_source_disagreement,2
GTM,2025,Total_Equity,2,3550000000.0,3550399000.0,1.0001123943661971,bvc;stockanalysis,B_harmless_equivalent,2
HPS,2019,EBITDA,2,126919423.0,168331964.0,1.3262900194558873,workbook,E_source_disagreement,4
HPS,2020,EBITDA,2,120527180.0,160220540.0,1.3293311931798288,workbook,E_source_disagreement,4
HPS,2020,EnterpriseValue,2,-111593113.0,-106535675.0,0.9546796584122534,workbook,E_source_disagreement,4
HPS,2021,EBITDA,3,144431501.0,188679727.0,1.3063613248746893,stockanalysis;workbook,E_source_disagreement,7
HPS,2022,EBITDA,3,119266869.0,207649947.0,1.7410530580793564,stockanalysis;workbook,E_source_disagreement,7
HPS,2023,EBITDA,2,223380000.0,246596793.0,1.1039340719849584,stockanalysis;workbook,E_source_disagreement,7
HPS,2024,EBITDA,2,184640000.0,219824149.0,1.190555399696707,stockanalysis;workbook,E_source_disagreement,7
HPS,2024,Revenue,2,1245000000.0,4364000000.0,3.5052208835341365,bvc;stockanalysis,E_source_disagreement,4
HPS,2025,EBITDA,2,254520000.0,285771394.0,1.1227856121326418,stockanalysis;workbook,E_source_disagreement,7
HPS,2025,Revenue,2,1521000000.0,5349000000.0,3.516765285996055,bvc;stockanalysis,E_source_disagreement,4
IAM,2018,Capitaux_propres,2,15668000000.0,19490000000.0,1.243936686239469,workbook,E_source_disagreement,4
IAM,2018,Clean_Capitaux_propres,2,15668000000.0,19490000000.0,1.243936686239469,workbook,E_source_disagreement,4
IAM,2018,EBITDA,2,11052000000.0,13626000000.0,1.232899022801303,workbook,E_source_disagreement,4
IAM,2018,EnterpriseValue,3,130732026202080.0,130758747202080.0,1.0002043952103878,workbook,B_harmless_equivalent,6
IAM,2019,Capitaux_propres,2,12069000000.0,16003000000.0,1.325959068688375,workbook,E_source_disagreement,4
IAM,2019,Clean_Capitaux_propres,2,12069000000.0,16003000000.0,1.325959068688375,workbook,E_source_disagreement,4
IAM,2019,EBITDA,2,8231000000.0,21229000000.0,2.5791519863929047,workbook,E_source_disagreement,4
IAM,2019,EnterpriseValue,3,127732552902.0,156955552902.0,1.2287827130678324,workbook,E_source_disagreement,6
IAM,2019,MarketCap_Calc,2,127732552902.0,127732552902.00002,1.0000000000000002,workbook,B_harmless_equivalent,6
IAM,2020,EnterpriseValue,3,111754995097500.0,111785481097500.0,1.0002727931755837,workbook,B_harmless_equivalent,6
IAM,2021,EBITDA,3,11573000000.0,19050000000.0,1.6460727555517152,stockanalysis;workbook,E_source_disagreement,6
IAM,2021,EnterpriseValue,2,122534462156580.0,122548882156580.0,1.0001176811792063,stockanalysis;workbook,B_harmless_equivalent,6
IAM,2022,EBITDA,2,15047000000.0,16132000000.0,1.072107396823287,stockanalysis;workbook,E_source_disagreement,6
IAM,2022,EnterpriseValue,2,113710982229.0,141531982229.0,1.2446641428527274,workbook,E_source_disagreement,6
IAM,2023,EBITDA,2,16996000000.0,19296000000.0,1.135325959049188,stockanalysis;workbook,E_source_disagreement,6
IAM,2023,EnterpriseValue,2,74305533613500.0,74332029613500.0,1.0003565817875397,workbook,B_harmless_equivalent,6
IAM,2024,EBITDA,3,-811000000.0,12935000000.0,15.94944512946979,stockanalysis;workbook,E_source_disagreement_sign_flip,6
IAM,2024,EnterpriseValue,2,88294577758920.0,88332393758920.0,1.000428293570906,workbook,B_harmless_equivalent,6
IAM,2025,EBITDA,3,5836000000.0,21258000000.0,3.6425633995887594,stockanalysis;workbook,E_source_disagreement,6
IAM,2025,EnterpriseValue,2,107568743088420.0,107591387088420.0,1.0002105072472716,workbook,B_harmless_equivalent,6
IMO,2020,EBITDA,2,35650000.0,37100000.0,1.040673211781206,stockanalysis;workbook,E_source_disagreement,3
IMO,2021,Cash,2,12440000.0,12443000.0,1.0002411575562702,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2021,EBITDA,3,23401000.0,49570000.0,2.1182855433528482,bvc;stockanalysis;workbook,E_source_disagreement,7
IMO,2021,EnterpriseValue,2,-57848000.0,988510000.0,17.08805835983958,workbook,E_source_disagreement_sign_flip,4
IMO,2021,NetIncome,2,3806000.0,3810000.0,1.001050972149238,bvc;stockanalysis,E_source_disagreement,3
IMO,2021,Revenue,2,70100000.0,70104000.0,1.0000570613409414,bvc;stockanalysis,B_harmless_equivalent,2
IMO,2021,Total_Debt,2,9200000.0,59960000.0,6.517391304347826,bvc;stockanalysis,E_source_disagreement,3
IMO,2021,Total_Equity,2,765090000.0,765093000.0,1.0000039211073206,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2022,Cash,2,18140000.0,18141000.0,1.0000551267916207,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2022,EBITDA,3,23501000.0,48523000.0,2.0647206501850985,bvc;stockanalysis;workbook,E_source_disagreement,7
IMO,2022,EnterpriseValue,2,-18141000.0,857240000.0,47.25428587178215,workbook,E_source_disagreement_sign_flip,4
IMO,2022,NetIncome,2,8410000.0,8411000.0,1.0001189060642093,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2022,Revenue,2,67055000.0,67060000.0,1.0000745656550594,bvc;stockanalysis,B_harmless_equivalent,2
IMO,2022,Total_Debt,2,8380000.0,8383000.0,1.0003579952267303,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2022,Total_Equity,2,724159000.0,724160000.0,1.000001380912203,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2023,Cash,2,28096000.0,28100000.0,1.0001423690205011,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2023,EBITDA,2,49680000.0,84180000.0,1.6944444444444444,bvc;stockanalysis;workbook,E_source_disagreement,7
IMO,2023,NetIncome,2,42780000.0,42783000.0,1.000070126227209,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2023,Revenue,2,72215000.0,72220000.0,1.000069237693,bvc;stockanalysis,B_harmless_equivalent,2
IMO,2023,Total_Debt,2,120000000.0,120150000.0,1.00125,bvc;stockanalysis,E_source_disagreement,3
IMO,2023,Total_Equity,2,827016000.0,827020000.0,1.000004836665796,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2024,Cash,2,36040000.0,36044000.0,1.000110987791343,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2024,EBITDA,3,44889000.0,79640000.0,1.7741540243712268,bvc;stockanalysis;workbook,E_source_disagreement,7
IMO,2024,EnterpriseValue,3,840353100.0,1142260100.0,1.3592620768579302,workbook,E_source_disagreement,6
IMO,2024,NetIncome,2,47110000.0,47112000.0,1.0000424538314583,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2024,Revenue,2,78675000.0,78680000.0,1.000063552589768,bvc;stockanalysis,B_harmless_equivalent,2
IMO,2024,Total_Debt,2,336958000.0,337950000.0,1.0029439870844437,bvc;stockanalysis,E_source_disagreement,3
IMO,2024,Total_Equity,2,827116000.0,827120000.0,1.0000048360810334,bvc;stockanalysis,B_harmless_equivalent,3
IMO,2025,EBITDA,2,56541000.0,63915000.0,1.1304186342654003,workbook,E_source_disagreement,4
IMO,2025,EnterpriseValue,3,827743300.0,1189580300.0,1.437136730674836,workbook,E_source_disagreement,6
INV,2020,EBITDA,3,2800000.0,12277296.26,4.3847486642857145,stockanalysis;workbook,E_source_disagreement,7
INV,2020,NetIncome,2,400000.0,410000.0,1.025,bvc;stockanalysis,E_source_disagreement,4
INV,2020,Revenue,2,33400000.0,43330000.0,1.297305389221557,bvc;stockanalysis,E_source_disagreement,4
INV,2021,Cash,2,995610.04,1000000.0,1.0044093167240458,bvc;stockanalysis,E_source_disagreement,4
INV,2021,EBITDA,2,2963949.95,18487979.95,6.237615432743727,workbook,E_source_disagreement,4
INV,2021,NetIncome,2,5422.3,10000.0,1.8442358408793316,bvc;stockanalysis,E_source_disagreement,4
INV,2021,Revenue,2,36401830.27,51830000.0,1.4238295057024888,bvc;stockanalysis,E_source_disagreement,4
INV,2021,Total_Debt,2,18706440.46,22670000.0,1.211882081386637,bvc;stockanalysis,E_source_disagreement,4
INV,2021,Total_Equity,2,91690000.0,91692584.66,1.0000281891154978,bvc;stockanalysis,B_harmless_equivalent,4
INV,2022,Cash,2,580000.0,588913.0,1.0153672413793104,bvc;stockanalysis,E_source_disagreement,4
INV,2022,EBITDA,3,5120000.0,16769886.18,3.2753683945312497,bvc;stockanalysis;workbook,E_source_disagreement,8
INV,2022,NetIncome,2,-91250.89,-90000.0,0.9862917501407383,bvc;stockanalysis,E_source_disagreement,4
INV,2022,Revenue,2,40113355.73,50300000.0,1.253946449620559,bvc;stockanalysis,E_source_disagreement,4
INV,2022,Total_Debt,2,15363010.29,26290000.0,1.711253166126728,bvc;stockanalysis,E_source_disagreement,4
INV,2022,Total_Equity,2,89687753.75,89690000.0,1.0000250452253077,bvc;stockanalysis,B_harmless_equivalent,4
INV,2023,EBITDA,2,1800000.0,2310000.0,1.2833333333333334,bvc;stockanalysis;workbook,E_source_disagreement,8
INV,2023,NetIncome,2,690000.0,700000.0,1.0144927536231885,bvc;stockanalysis,E_source_disagreement,4
INV,2023,Revenue,2,37100000.0,46200000.0,1.2452830188679245,bvc;stockanalysis,E_source_disagreement,4
INV,2024,EBITDA,2,1700000.0,2260000.0,1.3294117647058823,bvc;stockanalysis;workbook,E_source_disagreement,8
INV,2024,NetIncome,2,-120000.0,-100000.0,0.8333333333333334,bvc;stockanalysis,E_source_disagreement,4
INV,2024,Revenue,2,37500000.0,46890000.0,1.2504,bvc;stockanalysis,E_source_disagreement,4
JET,2020,EnterpriseValue,2,567126518.4,1394709952.94,2.459257163418864,workbook,E_source_disagreement,6
JET,2021,Cash,2,119020000.0,119021124.19,1.0000094453873298,bvc;stockanalysis,B_harmless_equivalent,2
JET,2021,EBITDA,2,105949456.89,128070000.0,1.2087839216860379,bvc;stockanalysis;workbook,E_source_disagreement,5
JET,2021,EnterpriseValue,2,608933922.0,1375284634.17,2.25851210530853,workbook,E_source_disagreement,6
JET,2021,NetIncome,2,10810000.0,12769083.32,1.1812287992599446,bvc;stockanalysis,E_source_disagreement,2
JET,2021,Revenue,2,1679844797.23,1680000000.0,1.000092391136524,bvc;stockanalysis,B_harmless_equivalent,2
JET,2021,Total_Debt,2,430553246.32,885370000.0,2.056354254827675,bvc;stockanalysis,E_source_disagreement,2
JET,2021,Total_Equity,2,974907654.64,974910000.0,1.0000024057252899,bvc;stockanalysis,B_harmless_equivalent,2
JET,2022,Cash,2,227237109.8,227240000.0,1.0000127188732622,bvc;stockanalysis,B_harmless_equivalent,2
JET,2022,EBITDA,2,144210000.0,249430277.73,1.7296323259829414,bvc;stockanalysis;workbook,E_source_disagreement,5
JET,2022,EnterpriseValue,2,605904400.0,1271401078.41,2.0983526087778865,workbook,E_source_disagreement,6
JET,2022,NetIncome,2,24830000.0,26714877.75,1.0759113068868305,bvc;stockanalysis,E_source_disagreement,2
JET,2022,Revenue,2,1799583981.0,1809000000.0,1.0052323309717215,bvc;stockanalysis,E_source_disagreement,2
JET,2022,Total_Debt,2,358357016.93,892730000.0,2.4911748837734695,bvc;stockanalysis,E_source_disagreement,2
JET,2022,Total_Equity,2,996706755.41,996710000.0,1.0000032553105338,bvc;stockanalysis,B_harmless_equivalent,2
JET,2023,Cash,2,113240000.0,113240841.48,1.0000074309431297,bvc;stockanalysis,B_harmless_equivalent,2
JET,2023,EBITDA,2,160470000.0,269858255.22,1.6816741772293888,bvc;stockanalysis;workbook,E_source_disagreement,5
JET,2023,EnterpriseValue,2,618022488.0,1368383095.64,2.2141315602742275,workbook,E_source_disagreement,6
JET,2023,NetIncome,2,68920000.0,73000000.0,1.0591990713871156,bvc;stockanalysis,E_source_disagreement,2
JET,2023,Revenue,2,2217000000.0,2225000000.0,1.0036084799278304,bvc;stockanalysis,E_source_disagreement,2
JET,2023,Total_Debt,2,284704061.32,863600000.0,3.0333251868484448,bvc;stockanalysis,E_source_disagreement,2
JET,2023,Total_Equity,2,1069554629.62,1070000000.0,1.0004164073228856,bvc;stockanalysis,B_harmless_equivalent,2
JET,2024,Cash,2,109540000.0,109541619.63,1.0000147857403687,bvc;stockanalysis,B_harmless_equivalent,2
JET,2024,EBITDA,2,301290000.0,423813376.17,1.406662604699791,bvc;stockanalysis;workbook,E_source_disagreement,5
JET,2024,EnterpriseValue,2,1287546850.0,2004113268.0,1.5565361897316592,workbook,E_source_disagreement,6
JET,2024,NetIncome,2,129740000.0,133057746.77,1.0255722735470942,bvc;stockanalysis,E_source_disagreement,2
JET,2024,Revenue,2,3117729584.6,3131000000.0,1.0042564356657322,bvc;stockanalysis,E_source_disagreement,2
JET,2024,Total_Debt,2,268554107.43,826110000.0,3.0761398807327116,bvc;stockanalysis,E_source_disagreement,2
JET,2024,Total_Equity,2,1178918998.23,1179000000.0,1.0000687085118838,bvc;stockanalysis,B_harmless_equivalent,2
JET,2025,Cash,2,567085386.59,567090000.0,1.0000081353004486,bvc;stockanalysis,B_harmless_equivalent,2
JET,2025,EBITDA,3,435275252.15,538000000.0,1.2359995137389528,bvc;stockanalysis;workbook,E_source_disagreement,6
JET,2025,EnterpriseValue,2,7270852800.0,8612133191.29,1.1844736000280462,workbook,E_source_disagreement,6
JET,2025,NetIncome,2,222350000.0,224734728.04,1.0107251092421856,bvc;stockanalysis,E_source_disagreement,2
JET,2025,Revenue,2,3648773527.48,3738000000.0,1.0244538258809457,bvc;stockanalysis,E_source_disagreement,2
JET,2025,Total_Debt,2,1191397028.94,1908000000.0,1.6014812473534286,bvc;stockanalysis,E_source_disagreement,2
JET,2025,Total_Equity,2,1355000000.0,1357617241.89,1.0019315438302583,bvc;stockanalysis,E_source_disagreement,2
LBV,2020,EBITDA,2,540576414.19,910000000.0,1.6833882798300486,bvc;workbook,E_source_disagreement,4
LBV,2021,Cash,2,618387000.0,718390000.0,1.1617158834192827,bvc;stockanalysis,E_source_disagreement,2
LBV,2021,EBITDA,2,630759000.0,1038000000.0,1.6456364475179903,bvc;stockanalysis;workbook,E_source_disagreement,5
LBV,2021,NetIncome,2,407240000.0,417184000.0,1.024418033591985,bvc;stockanalysis,E_source_disagreement,2
LBV,2021,Revenue,2,11758000000.0,11758242000.0,1.000020581731587,bvc;stockanalysis,B_harmless_equivalent,2
LBV,2021,Total_Debt,2,3527685000.0,3628000000.0,1.028436495888947,bvc;stockanalysis,E_source_disagreement,2
LBV,2021,Total_Equity,2,2430000000.0,2442466000.0,1.0051300411522635,bvc;stockanalysis,E_source_disagreement,2
LBV,2022,Cash,2,565311000.0,765310000.0,1.3537857922453305,bvc;stockanalysis,E_source_disagreement,2
LBV,2022,EBITDA,2,1213000000.0,1215920284.25,1.0024074890766694,bvc;stockanalysis;workbook,E_source_disagreement,5
LBV,2022,NetIncome,2,748350000.0,762372000.0,1.0187372218881539,bvc;stockanalysis,E_source_disagreement,2
LBV,2022,Revenue,2,13946822000.0,13947000000.0,1.0000127627641624,bvc;stockanalysis,B_harmless_equivalent,2
LBV,2022,Total_Debt,2,3832629000.0,4033000000.0,1.0522803015893267,bvc;stockanalysis,E_source_disagreement,2
LBV,2022,Total_Equity,2,2940000000.0,2953855000.0,1.0047125850340135,bvc;stockanalysis,E_source_disagreement,2
LBV,2023,Cash,2,1265709603.94,1266000000.0,1.0002294334017028,bvc;stockanalysis,B_harmless_equivalent,2
LBV,2023,EBITDA,2,1326707937.63,1327000000.0,1.0002201406667708,bvc;stockanalysis;workbook,B_harmless_equivalent,6
LBV,2023,EnterpriseValue,2,4067646322.61,15805000000.0,3.885539387273656,workbook,E_source_disagreement,4
LBV,2023,NetIncome,2,507670000.0,523796906.52,1.031766514704434,bvc;stockanalysis,E_source_disagreement,2
LBV,2023,Revenue,2,15799874000.68,15800000000.0,1.0000079747041017,bvc;stockanalysis,B_harmless_equivalent,2
LBV,2023,Total_Debt,2,4853355926.0,5093000000.0,1.0493769831955242,bvc;stockanalysis,E_source_disagreement,2
LBV,2023,Total_Equity,2,3147874373.0,3220000000.0,1.0229124858408065,bvc;stockanalysis,E_source_disagreement,2
LBV,2024,Cash,2,1575248767.69,2075000000.0,1.3172522604431887,bvc;stockanalysis,E_source_disagreement,2
LBV,2024,EBITDA,2,1411987123.87,1412000000.0,1.0000091191553964,bvc;stockanalysis;workbook,B_harmless_equivalent,6
LBV,2024,EnterpriseValue,3,13309308243.0,17457671090.73,1.311688840020053,workbook,E_source_disagreement,6
LBV,2024,NetIncome,2,541699404.32,541810000.0,1.000204164300566,bvc;stockanalysis,B_harmless_equivalent,2
LBV,2024,Revenue,2,16417976508.23,16418000000.0,1.0000014308565972,bvc;stockanalysis,B_harmless_equivalent,3
LBV,2024,Total_Debt,2,5723611615.42,6224000000.0,1.0874252863754594,bvc;stockanalysis,E_source_disagreement,2
LBV,2024,Total_Equity,2,3409641126.11,3501000000.0,1.0267942784917747,bvc;stockanalysis,E_source_disagreement,2
LBV,2025,Cash,2,1594000000.0,1594314031.27,1.0001970083249687,bvc;stockanalysis,B_harmless_equivalent,2
LBV,2025,EBITDA,2,1557121410.5,1591000000.0,1.0217571920028519,bvc;stockanalysis;workbook,E_source_disagreement,6
LBV,2025,EnterpriseValue,3,12817335553.0,18264386784.02,1.4249753163203311,workbook,E_source_disagreement,6
LBV,2025,NetIncome,2,578790000.0,593657993.13,1.0256880615249053,bvc;stockanalysis,E_source_disagreement,2
LBV,2025,Revenue,2,18534000000.0,18534397910.76,1.0000214692327614,bvc;stockanalysis,B_harmless_equivalent,3
LBV,2025,Total_Debt,2,6391365262.29,7041000000.0,1.1016425616515677,bvc;stockanalysis,E_source_disagreement,2
LBV,2025,Total_Equity,2,3670153999.9,3774000000.0,1.0282947255354487,bvc;stockanalysis,E_source_disagreement,2
LES,2021,EBITDA,2,309000000.0,464000000.0,1.5016181229773462,stockanalysis;workbook,E_source_disagreement,6
LES,2021,EnterpriseValue,2,-400000000.0,6000000.0,0.015,workbook,E_source_disagreement_sign_flip,4
LES,2022,EBITDA,2,463000000.0,733000000.0,1.5831533477321815,stockanalysis;workbook,E_source_disagreement,6
LES,2022,EnterpriseValue,2,-113000000.0,5438000000.0,48.123893805309734,workbook,E_source_disagreement_sign_flip,4
LES,2023,EBITDA,3,74000000.0,180000000.0,2.4324324324324325,stockanalysis;workbook,E_source_disagreement,6
LES,2023,EnterpriseValue,2,1029000000.0,1438000000.0,1.3974732750242955,workbook,E_source_disagreement,4
LES,2024,EBITDA,2,334000000.0,473000000.0,1.4161676646706587,stockanalysis;workbook,E_source_disagreement,6
LES,2024,EnterpriseValue,3,7245876190.0,8526876190.0,1.1767902136898092,workbook,E_source_disagreement,6
LES,2025,EBITDA,2,99000000.0,288000000.0,2.909090909090909,stockanalysis;workbook,E_source_disagreement,6
