document_id,tagged_symbol,actual_company_name,document_title,source_url,publication_date,fiscal_year
1439,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : CP relatif aux indicateurs du 2ème trimestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/S2M/fr/S2M-communique_financier_des_indicateurs_T2.pdf,2022-08-31,2022
1343,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M: CP relatif aux indicateurs du 3ème trimestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/S2M/fr/CP_S2M_T3_22_fr.pdf,2022-11-30,2022
1561,REB,MAGHREBAIL,Maghrebail : Résultats financiers du 1er semestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/MAB/fr/Maghrebail_S1_22_fr.pdf,2022-09-29,2022
1616,REB,MAGHREB OXYGENE,Maghreb Oxygène : Résultats financiers du 1er semestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/MOX/fr/MOX_S1_22_fr.pdf,2022-09-30,2022
1627,REB,MAGHREBAIL,Maghrebail : Résultats financiers 2022 et avis de convocation à l'AGO du 9 mai 2023,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/MAB/fr/MAB_RF_22_fr.pdf,2023-04-03,2022
1840,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm : CP relatif aux indicateurs du 1er trimestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/PRO/fr/PRO_T1_2022_fr.pdf,2022-05-31,2022
1978,REB,MAGHREB OXYGENE,Maghreb Oxygene : CP relatif aux indicateurs du 2ème trimestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/MOX/fr/MOX%20-%20T2-2022_fr.pdf,2022-08-31,2022
1987,REB,MAGHREB OXYGENE,Maghreb Oxygène : CP relatif aux indicateurs du 1er trimestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/MOX/fr/MOX_T1_22_fr.pdf,2022-05-31,2022
2157,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : CP relatif aux indicateurs du 2ème trimestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/S2M/fr/S2M_T2_2022_fr.pdf,2022-08-31,2022
2315,REB,MAGHREB OXYGENE,Maghreb Oxygène : Profit warning sur les résultats 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/MOX/fr/MOX_PW_2022_fr.pdf,2023-01-25,2022
2317,REB,MAGHREBAIL,Maghrebail : CP relatif aux indicateurs du premier semestre 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/MAB/fr/Maghrebail%20-%20CP%20T2%202022_fr.pdf,2022-08-31,2022
2332,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : Avis de convocation à l'AGO du 27 juin 2022,https://media.casablanca-bourse.com/sites/default/files/BourseWeb/Documents/S2M/fr/S2M_AGO_27_06_22_fr.pdf,2022-05-30,2022
986,REB,MAGHREB OXYGENE,Maghreb Oxygène - CP relatif aux indicateurs du 3ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-12/cp_mox_t3_23.pdf,2023-11-30,2023
2300,REB,MAGHREB OXYGENE,Maghreb Oxygène - CP relatif à la publication d'un profit warning sur les résultats 2023,https://media.casablanca-bourse.com/sites/default/files/2024-02/mox_-_profit_warning_resultats_annuels_2023_1.pdf,2024-02-08,2023
2151,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : Résultats financiers du 1er semestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-10/s2m_s1_23.pdf,2023-10-02,2023
612,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm - CP relatif aux indicateurs du 3ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-12/cp_promopharm_t3_23.pdf,2023-11-30,2023
632,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm : CP relatif aux indicateurs du 2ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-08/cp_promopharm_t2_23.pdf,2023-08-31,2023
1970,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : CP_Avis de convocation à l'AGO du 22 juin 2023,https://media.casablanca-bourse.com/sites/default/files/2023-05/s2m_cp_ago_23.pdf,2023-05-23,2023
1001,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : CP relatif aux indicateurs du 2ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-08/cp_s2m_t2_23.pdf,2023-08-31,2023
1604,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm : Résultats financiers du 1er semestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-10/promopharm_s1_23.pdf,2023-10-02,2023
633,REB,MAGHREB OXYGENE,Maghreb Oxygène : CP relatif aux indicateurs du 2ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-08/cp_mox_t2_23.pdf,2023-08-31,2023
642,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,PRO : CP relatif aux indicateurs du 1er trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-06/cp_pro_t1_23.pdf,2023-06-05,2023
744,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M - CP relatif aux indicateurs du 3ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-12/cp_s2m_t3_23.pdf,2023-11-30,2023
741,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm: CP relatif aux indicateurs du 4ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2024-02/cp_promopharm_t4_23.pdf,2024-02-29,2023
954,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm: CP relatif aux résultats financiers 2023,https://media.casablanca-bourse.com/sites/default/files/2024-04/cp_promopharm_2023.pdf,2024-04-01,2023
1607,REB,MAGHREB OXYGENE,Maghreb Oxygène : Résultats financiers du 1er semestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-10/mox_s1_23.pdf,2023-09-26,2023
643,REB,MAGHREB OXYGENE,MOX : CP relatif aux indicateurs du 1er trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-06/cp_mox_t1_23.pdf,2023-06-05,2023
645,REB,MAGHREBAIL,MAB : CP relatif aux indicateurs du 1er trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-06/cp_mab_t1_23.pdf,2023-06-05,2023
246,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique: Résultats financiers 2023 et CP RFA 2023,https://media.casablanca-bourse.com/sites/default/files/2024-05/s2m_2023_.pdf,2024-04-30,2023
1140,REB,MAGHREBAIL,Maghrebail : CP relatif aux indicateurs du 2ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-08/cp_maghrebail_t2_23.pdf,2023-08-31,2023
1626,REB,MAGHREBAIL,Maghrebail : Résultats financiers du 1er semestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-10/maghrebail_s1_23.pdf,2023-10-02,2023
968,REB,MAGHREB OXYGENE,Maghreb Oxygène : CP relatif aux indicateurs du 4ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2024-02/cp_mox_t4_23.pdf,2024-02-29,2023
1401,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm: CP relatif à un profit warning sur les résultats 2023,https://media.casablanca-bourse.com/sites/default/files/2024-03/cp_profit_warning_resultats_2023.pdf,2024-03-18,2023
960,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique: CP relatif aux indicateurs du 4ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2024-03/cp_s2m_t4_23.pdf,2024-02-29,2023
1271,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique: Publication d'un erratum sur les indicateurs du 4ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2024-03/cp_s2m_t4_23_erratum.pdf,2024-03-19,2023
372,REB,MAGHREBAIL,Maghrebail - CP relatif aux résultats financiers 2023,https://media.casablanca-bourse.com/sites/default/files/2024-03/cp_maghrebail_2023.pdf,2024-03-15,2023
1135,REB,MAGHREBAIL,Maghrebail : CP relatif aux indicateurs du 3ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-12/cp_maghrebail_t3_23.pdf,2023-11-30,2023
1130,REB,MAGHREBAIL,Maghrebail - CP relatif aux indicateurs du 4ème trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2024-03/cp_maghrebail_t4_23.pdf,2024-02-29,2023
1019,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : CP relatif aux indicateurs du 1er trimestre 2023,https://media.casablanca-bourse.com/sites/default/files/2023-06/cp_s2m_t1_23.pdf,2023-06-05,2023
162,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm - Résultats financiers 2023 et CP RFA 2023,https://media.casablanca-bourse.com/sites/default/files/2024-04/promopharm_2023.pdf,2024-04-30,2023
366,REB,MAGHREB OXYGENE,Maghreb Oxygène: CP financier relatif aux résultats 2023,https://media.casablanca-bourse.com/sites/default/files/2024-02/cp_mox_2023.pdf,2024-02-09,2023
1688,REB,MAGHREB OXYGENE,Maghreb Oxygène - Résultats financiers 2023 et avis de convocation à l'AGO du 21 mars 2024,https://media.casablanca-bourse.com/sites/default/files/2024-02/mox_2023_avis_ago_21_03_24.pdf,2024-02-15,2024
1585,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm - Résultats financiers du 1er semestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-10/promopharm_s1_24.pdf,2024-09-30,2024
1589,REB,MAGHREB OXYGENE,Maghreb Oxygène - Résultats financiers du 1er semestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-09/mox_s1_24.pdf,2024-09-25,2024
949,REB,MAGHREBAIL,Maghrebail - CP relatif aux indicateurs du 1er trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-05/cp_maghrebail_t1_24.pdf,2024-05-23,2024
306,REB,MAGHREBAIL,Maghrebail : CP relatif aux résultats financiers 2024,https://media.casablanca-bourse.com/sites/default/files/2025-03/cp_maghrebail_2024.pdf,2025-03-17,2024
1637,REB,MAGHREBAIL,Maghrebail - Résultats financiers du 1er semestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-09/maghrebail_s1_2024.pdf,2024-09-27,2024
945,REB,MAGHREB OXYGENE,Maghreb Oxygène: CP relatif aux indicateurs du 1er trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-05/cp_mox_t1_24.pdf,2024-05-30,2024
1698,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique - Résultats financiers du 1er semestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-10/s2m_s1_24.pdf,2024-09-30,2024
910,REB,MAGHREBAIL,Maghrebail - CP relatif aux indicateurs du 3ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-11/cp_maghrebail_t3_24_0.pdf,2024-11-27,2024
891,REB,MAGHREB OXYGENE,Maghreb Oxygène : CP relatif aux indicateurs du 4ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2025-02/cp_mox_t4_24.pdf,2025-02-27,2024
879,REB,MAGHREBAIL,Maghrebail : CP relatif aux indicateurs du 4ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2025-03/cp_maghrebail_t4_24.pdf,2025-03-03,2024
874,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm : CP relatif aux résultats financiers 2024,https://media.casablanca-bourse.com/sites/default/files/2025-04/cp_promopharm_2024.pdf,2025-04-02,2024
136,REB,MAGHREB OXYGENE,Maghreb Oxygène - RFA 2024,https://media.casablanca-bourse.com/sites/default/files/2025-03/mox_rfa_2024.pdf,2025-03-11,2024
104,REB,MAGHREBAIL,Maghrebail : Résultats financiers 2024 et CP RFA 2024,https://media.casablanca-bourse.com/sites/default/files/2025-05/maghrebail_2024_cp_rfa_2024.pdf,2025-04-30,2024
723,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm : CP relatif aux indicateurs du 4ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2025-03/cp_promopharm_t4_24.pdf,2025-02-28,2024
722,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique: CP relatif aux indicateurs du 4ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2025-03/cp_s2m_t4_24.pdf,2025-02-28,2024
2150,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M - Avis de convocation à l'AGO du 27 juin 2024,https://media.casablanca-bourse.com/sites/default/files/2024-05/avis_s2m_ago_27_06_24.pdf,2024-05-27,2024
96,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique  : Résultats financiers 2024 et CP RFA 2024,https://media.casablanca-bourse.com/sites/default/files/2025-05/s2m_2024_cp_rfa_2024.pdf,2025-04-30,2024
578,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm : CP relatif aux indicateurs du 1er trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-05/cp_promopharm_t1_24.pdf,2024-05-31,2024
571,REB,MAGHREB OXYGENE,Maghreb Oxygène : CP relatif aux indicateurs du 2ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-08/cp_mox_t2_24_0.pdf,2024-08-29,2024
566,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm : CP relatif aux indicateurs du 2ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-09/cp_promopharm_t2_24.pdf,2024-09-02,2024
551,REB,MAGHREB OXYGENE,Maghreb Oxygène - CP relatif aux indicateurs du 3ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-11/cp_mox_t3_24.pdf,2024-11-28,2024
549,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm - CP relatif aux indicateurs du 3ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-12/cp_promopharm_t3_24.pdf,2024-12-02,2024
2299,REB,MAGHREBAIL,Maghrebail - Résultats financiers 2023 et avis de convocation à l'AGO du 29 mai 2024,https://media.casablanca-bourse.com/sites/default/files/2024-04/maghrebail_2023_avis_ago_29_05_24.pdf,2024-04-01,2024
30,REB,SOCIETE DE PROMOTION PHARMACEUTIQUE DU MAGHREB S.A,Promopharm - Résultats financiers 2024 et CP RFA 2024,https://media.casablanca-bourse.com/sites/default/files/2025-05/promopharm_2024_cp_rfa_2024.pdf,2025-04-30,2024
383,REB,MAGHREB OXYGENE,Maghreb Oxygène : CP financier relatif aux résultats 2024,https://media.casablanca-bourse.com/sites/default/files/2025-02/cp_maghreb_oxygene_2024.pdf,2025-02-04,2024
362,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique: CP relatif aux résultats financiers 2024,https://media.casablanca-bourse.com/sites/default/files/2025-04/cp_s2m_2024.pdf,2025-03-28,2024
1111,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique - CP relatif aux indicateurs du 3ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-12/cp_s2m_t3_24.pdf,2024-11-29,2024
1119,REB,MAGHREBAIL,Maghrebail : CP relatif aux indicateurs du 2ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-08/cp_maghrebail_t2_24.pdf,2024-08-29,2024
1240,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : CP relatif aux indicateurs du 2ème trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-09/cp_s2m_t2_24.pdf,2024-09-02,2024
1261,REB,SOCIETE MAGHREBINE DE MONETIQUE,S2M : CP relatif aux indicateurs du 1er trimestre 2024,https://media.casablanca-bourse.com/sites/default/files/2024-05/cp_s2m_t1_24.pdf,2024-05-31,2024
1169,REB,SOCIETE MAGHREBINE DE MONETIQUE,Société maghrébine de monétique- CP relatif aux indicateurs du 4ème trimestre 2025,https://media.casablanca-bourse.com/sites/default/files/2026-03/cp_s2m_t4_25.pdf,2026-02-27,2025
